track_id,track,artist,artistid,all_artists_names,all_artists_ids,collaboration,album,album_id,track_release_date,track_popularity,track_year,genre_extracted,artist_popularity,artist_followers,artist_genres,album_name,album_type,total_tracks,album_release_date,label,album_artists,artist_spotify,track_spotify,lastfm_url,listeners,playcount,tags
7we7oZsjbgE7h0kbYu1aej,Como Te Pago,Lenier,4zWFlKgU4j7ryWg5nsOmU6,Lenier,4zWFlKgU4j7ryWg5nsOmU6,False,Como Te Pago,3WPkx7JolDej1qtX4IhZkJ,2020-05-08,60,2020,latin,58,171872,"salsa, bachata",Como Te Pago,single,1,2020-05-08,Mr. 305 Records,Lenier,Lenier,Como Te Pago,https://www.last.fm/music/Lenier/_/Como+Te+Pago,6023.0,29059.0,
4HKYplESyMVVTmORSeQg8S,Nubes Negras,Anuel AA,2R21vXR83lH98kGeO99Y66,Anuel AA,2R21vXR83lH98kGeO99Y66,False,Emmanuel,7JtT7OyWM8BnIS5FXXPMKg,2020-05-29,57,2020,latin,90,46295930,"reggaeton, trap latino, urbano latino, latin",Emmanuel,album,22,2020-05-29,"2020 Real Hasta La Muerte, LLC",Anuel AA,Anuel AA,Nubes Negras,https://www.last.fm/music/Anuel+AA/_/Nubes+Negras,8334.0,73073.0,
46V4kseB66GjFGklCgynGX,Sola & Vacía,Casper Magico,1fux65HMCBvfJHqlBc4Nno,"Casper Magico, Anuel AA","1fux65HMCBvfJHqlBc4Nno, 2R21vXR83lH98kGeO99Y66",True,Sola & Vacía,4J8ZqzL9bOmjkcmxVqqouk,2020-04-16,52,2020,latin,70,2736074,"trap latino, reggaeton, urbano latino",Sola & Vacía,single,1,2020-04-16,"2020 Flow La Movie, Inc. & Los Magicos, LLC | Powered by GLAD Empire,",Casper Magico,Casper Magico,Sola & Vacía,https://www.last.fm/music/Casper+Magico/_/Sola+&+Vac%C3%ADa,12023.0,69887.0,
6NfC2FKfsfzuLIF4lThw0A,Así Soy Yo,Anuel AA,2R21vXR83lH98kGeO99Y66,"Anuel AA, Bad Bunny","2R21vXR83lH98kGeO99Y66, 4q3ewBCX7sLwd24euuV69X",True,Emmanuel,7JtT7OyWM8BnIS5FXXPMKg,2020-05-29,59,2020,latin,90,46295930,"reggaeton, trap latino, urbano latino, latin",Emmanuel,album,22,2020-05-29,"2020 Real Hasta La Muerte, LLC",Anuel AA,Anuel AA,Así Soy Yo,https://www.last.fm/music/Anuel+AA/_/As%C3%AD+Soy+Yo,29179.0,227586.0,
11EnQRgRMJwMAesfkB5pnu,Se Te Nota (with Guaynaa),Lele Pons,6i3DxIlAqnDkwELLw4aVrx,"Lele Pons, Guaynaa","6i3DxIlAqnDkwELLw4aVrx, 0BqURncJM5B1BBu7UM51eq",True,Se Te Nota (with Guaynaa),4XiHCUNnGgnnN5xkGue4RF,2020-09-02,69,2020,latin,59,1742855,,Se Te Nota (with Guaynaa),single,1,2020-09-02,Shots Studios & Music/10:22pm/Interscope Records,Lele Pons,Lele Pons,Se Te Nota (with Guaynaa),https://www.last.fm/music/Lele+Pons/_/Se+Te+Nota+(with+Guaynaa),67164.0,377587.0,
4pGCnhE6ebk7njI9kYjxor,El Pacto,Galvan Real,2iA56rE7fZUnD4GdsSUj3G,Galvan Real,2iA56rE7fZUnD4GdsSUj3G,False,El Pacto,5M61xpdD5QDt2ssckvqE1C,2020-08-14,47,2020,latin,61,357821,"flamenco, flamenco pop, flamenco urbano",El Pacto,single,1,2020-08-14,Galvan Real,Galvan Real,Galvan Real,El Pacto,https://www.last.fm/music/Galvan+Real/_/El+Pacto,527.0,2876.0,
15kHguIx34aMLWxVQgap63,No Encuentro Palabras,Abraham Mateo,2bxxlINUlcMQQb39K7IopR,"Abraham Mateo, Manuel Turizo","2bxxlINUlcMQQb39K7IopR, 0tmwSHipWxN12fsoLcFU3B",True,Sigo a Lo Mío,7mRlOJYRk9u7I8MteTkfzZ,2020-06-19,55,2020,latin,69,1631896,,Sigo a Lo Mío,album,10,2020-06-19,Sony Music Entertainment,Abraham Mateo,Abraham Mateo,No Encuentro Palabras,https://www.last.fm/music/Abraham+Mateo/_/No+Encuentro+Palabras,10379.0,63757.0,
0pgj4EzB1XRqgZemoMNG5D,Por Primera Vez,Camilo,28gNT5KBp7IjEOQoevXf9N,"Camilo, Evaluna Montaner","28gNT5KBp7IjEOQoevXf9N, 52qzWdNUp6ebjcNsvgZSiC",True,Por Primera Vez,6xS6mQz1fQZ6eZE654J15I,2020-04-17,65,2020,latin,80,20575109,"colombian pop, pop urbano",Por Primera Vez,album,10,2020-04-17,Sony Music Latin,Camilo,Camilo,Por Primera Vez,https://www.last.fm/music/Camilo/_/Por+Primera+Vez,35596.0,246199.0,
0rojn5Nt18uYOloamCJiuA,No Sé (Remix),DJ Pana,4503H9FDt0I5zF3bRaHsbE,"DJ Pana, Melody","4503H9FDt0I5zF3bRaHsbE, 3muH0fOWJZ2SaxK3agdOMD",True,Next Motion,1oLJeFEzZXmOhg0Y6L02g7,2020-06-05,50,2020,latin,34,1622,merengue,Next Motion,album,16,2020-06-05,Dj Pana,DJ Pana,DJ Pana,No Sé (Remix),https://www.last.fm/music/DJ+Pana/_/No+S%C3%A9+(Remix),590.0,2064.0,
0wrHZUserH4uXVqye4bznz,Dime,Daviles de Novelda,6E94QKXZv8BbO6QQJxcxLI,Daviles de Novelda,6E94QKXZv8BbO6QQJxcxLI,False,Dime,7Eqm8nqPixahc15P8Mlp4z,2020-07-23,46,2020,latin,59,317938,"flamenco, flamenco urbano, flamenco pop",Dime,single,1,2020-07-23,Sony Music Entertainment,Daviles de Novelda,Daviles de Novelda,Dime,https://www.last.fm/music/Daviles+de+Novelda/_/Dime,1025.0,4247.0,
6tMqYyCVU2aKgUahMvJz2S,Atrevido,Trueno,2x7PC78TmgqpEIjaGAZ0Oz,"Trueno, Taiu, ONIRIA, tatool","2x7PC78TmgqpEIjaGAZ0Oz, 5szJHKg5xeUlQ9pTqzdpic, 6mkRgafSHF30Dr2wEch4YU, 0shHIQr8VamXbzM66kwGQo",True,Atrevido,1xBoZOfcOsqd77V6AENKYC,2020-07-23,59,2020,latin,77,10064302,argentine trap,Atrevido,album,10,2020-07-23,NEUEN,Trueno,Trueno,Atrevido,https://www.last.fm/music/Trueno/_/Atrevido,33065.0,308266.0,
0gSNix8gxw7JhUTeC0RnAS,Pa Que No Te Duermas,DELLAFUENTE,4bJh7sMPcVRiqe5jlnsWQV,"DELLAFUENTE, Rels B","4bJh7sMPcVRiqe5jlnsWQV, 2IMZYfNi21MGqxopj9fWx8",True,Descanso En Poder,7ezEoCW67BjZ7bpWkqJ9Io,2020-06-05,51,2020,latin,69,1183038,"flamenco urbano, flamenco",Descanso En Poder,album,10,2020-06-05,Sony Music Entertainment,DELLAFUENTE,DELLAFUENTE,Pa Que No Te Duermas,https://www.last.fm/music/Dellafuente/_/Pa+Que+No+Te+Duermas,12761.0,81315.0,
2PB9a06sOHZtG2m4SHgxM2,"Quizás Si, Quizás No",Los Toros Band,4cBjJBPtvetlysjjojDLUA,Los Toros Band,4cBjJBPtvetlysjjojDLUA,False,Pasión Latina,0fELCvv8rArfJWbBctVCRi,2020-08-21,62,2020,latin,56,276173,"bachata, merengue",Pasión Latina,compilation,30,2020-08-21,UME - Global Clearing House,Various Artists,Los Toros Band,"Quizás Si, Quizás No","https://www.last.fm/music/Los+Toros+Band/_/Quiz%C3%A1s+Si,+Quiz%C3%A1s+No",18419.0,84365.0,
79be5V1Z868xYhAQPHUHjN,Amantes & Amigos,D' La Crem,3VvNUTRCcLvm3mU1gIw9Jm,D' La Crem,3VvNUTRCcLvm3mU1gIw9Jm,False,Amantes & Amigos,5M2yTIcgJDyMONnqKa9Rh7,2020-03-25,47,2020,latin,47,29178,"flamenco urbano, dembow",Amantes & Amigos,single,1,2020-03-25,Acqustic,D' La Crem,D' La Crem,Amantes & Amigos,https://www.last.fm/music/D%27+la+Crem/_/Amantes+&+Amigos,338.0,1397.0,
2w1rq80FIrbxeJy9WYURxw,Follow,KAROL G,790FomKkXshlbRYZFtlgla,"KAROL G, Anuel AA","790FomKkXshlbRYZFtlgla, 2R21vXR83lH98kGeO99Y66",True,Follow,4c7J8cbXIdLAiTX7PFYdDi,2020-04-01,63,2020,latin,89,62153274,"reggaeton, latin, urbano latino",Follow,single,1,2020-04-01,UMLE - Latino,KAROL G,KAROL G,Follow,https://www.last.fm/music/KAROL+G/_/Follow,29915.0,135790.0,
31xPrlyZEYdCa7lYJtQTo6,24/7,Bryant Myers,6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,6w9ToX5slZ4uIdmD17hJ3c,False,Bendecido,7uCxpXETxPlW2rErmzycRN,2020-10-30,54,2020,latin,82,14128903,"trap latino, reggaeton, urbano latino, trap",Bendecido,album,17,2020-10-30,eOne Urban,Bryant Myers,Bryant Myers,24/7,https://www.last.fm/music/Bryant+Myers/_/24%2F7,4716.0,31412.0,
6ACqSGveBeaP18uquq5lNC,WOW,Bryant Myers,6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,6w9ToX5slZ4uIdmD17hJ3c,False,WOW,1zMywfOyuIoKbX4EvBcK4S,2020-05-01,55,2020,latin,82,14128903,"trap latino, reggaeton, urbano latino, trap",WOW,single,1,2020-05-01,eOne Music,Bryant Myers,Bryant Myers,WOW,https://www.last.fm/music/Bryant+Myers/_/Wow,8050.0,57496.0,
2nCKy4vv2pFBOoY25jcDQA,lamento de una supernova,Ralphie Choo,5qjnPRE33rMgYAxIjGUrI7,Ralphie Choo,5qjnPRE33rMgYAxIjGUrI7,False,lamento de una supernova,3fZzpZTHaq8Lv3HevzWE4L,2020-12-18,53,2020,latin,61,126976,,lamento de una supernova,single,1,2020-12-18,Rusia IDK,Ralphie Choo,Ralphie Choo,lamento de una supernova,https://www.last.fm/music/Ralphie+Choo/_/lamento+de+una+supernova,46025.0,340073.0,
74Ny4GlRYSDyWNc1bcLPJ8,Como Panas,Bryant Myers,6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,6w9ToX5slZ4uIdmD17hJ3c,False,Como Panas,0PgWz80GiArAwfwhm3M89K,2020-02-14,59,2020,latin,82,14128903,"trap latino, reggaeton, urbano latino, trap",Como Panas,single,1,2020-02-14,eOne Music,Bryant Myers,Bryant Myers,Como Panas,https://www.last.fm/music/Bryant+Myers/_/Como+Panas,36942.0,270653.0,
24UGLsGfKHgQhGviBrbDdl,Hielo,Eladio Carrion,5XJDexmWFLWOkjOEjOVX3e,"Eladio Carrion, JHAYCO","5XJDexmWFLWOkjOEjOVX3e, 6nVcHLIgY5pE2YCl8ubca1",True,Sauce Boyz,2JwUsV3QP7FMWx1Fzt6dHQ,2020-01-31,58,2020,latin,81,9361164,"trap latino, urbano latino, trap",Sauce Boyz,album,16,2020-01-31,Rimas Entertainment LLC,Eladio Carrion,Eladio Carrion,Hielo,https://www.last.fm/music/Eladio+Carrion/_/Hielo,27450.0,290579.0,
2BxzmBb2uqwnpyVuJqIIV9,Victoria,Lunay,47MpMsUfWtgyIIBEFOr4FE,"Lunay, Beéle","47MpMsUfWtgyIIBEFOr4FE, 7a0XAaPaK2aDSqa8p3QnC7",True,Victoria,3FKA9NEOo3FYqykdnTqp58,2020-09-18,62,2020,latin,71,9930377,reggaeton,Victoria,single,1,2020-09-18,round2media - LaFamilia,Lunay,Lunay,Victoria,https://www.last.fm/music/Lunay/_/Victoria,11611.0,57629.0,
7FHvE7vpyQKK0NiULTxs0b,"Si Mañana Me Muero (feat. Pablo Chill-E, Julianno Sosa, Drago200, Harry Nach, Uzii Gaang & Khaled)",Yung Beef,1rTUwYS38LkQTlT2fhikch,"Yung Beef, Pipo Beatz, Pablo Chill-E, Julianno Sosa, Drago200, Harry Nach, Uzii Gaang, Khaled","1rTUwYS38LkQTlT2fhikch, 5zDVnUun4YSqFlbGk0W1kZ, 2XcZshqzPKm3iZcmt73R8D, 4IC2X34tZmHG3VfTbpzvwL, 0iBZjEZBg8GsjaBq3lTAvC, 0NnUMWDCDi1snuMja6IdxH, 7sRct0HMMs3s99sNQPjfEt, 2YxK9SbJeVfkfk6QWHqj8K",True,Lágrimas,1EKyw8W6usgAlPQHPHTFZ7,2020-12-04,50,2020,latin,80,689762,neoperreo,Lágrimas,album,7,2020-12-04,La Vendicion,Yung Beef,,,,,,
5uYAJlNp8ZmGPdkrhMwmLM,Deportivo,Alvaro Diaz,5J7rXWjtn5HzUkJ4Jet8Fr,"Alvaro Diaz, Cazzu, Caleb Calloway","5J7rXWjtn5HzUkJ4Jet8Fr, 6w3SkAHYPsQ1bxV7VDlG5y, 11usEAQkFE6UJwsyAKkchi",True,Diaz Antes,5gk9ozZKJuosICdYgwa5JW,2020-12-30,68,2020,latin,77,1628844,,Diaz Antes,album,17,2020-12-30,Alvaro Diaz Mexico ICO,Alvaro Diaz,Alvaro Diaz,Deportivo,https://www.last.fm/music/Alvaro+Diaz/_/Deportivo,35274.0,371384.0,
1xEBxyr5QI0uvIoRa3WPi4,La Locura Automática - Reggaeton,La Secta,7Gl1xRfbxCfInNRvy1JGZW,"La Secta, Eddie Dee","7Gl1xRfbxCfInNRvy1JGZW, 7zLcnirfgw1VEHHshuGcDR",True,Reggaeton Viejo,4GMkQYncdGgsXtXxquk2An,2020-02-21,71,2020,latin,55,10812,,Reggaeton Viejo,compilation,24,2020-02-21,UME - Global Clearing House,Various Artists,La Secta,La Locura Automática - Reggaeton,https://www.last.fm/music/La+Secta/_/La+Locura+Autom%C3%A1tica+-+Reggaeton,24843.0,102061.0,
6otpRb4Ojsj6RNXYBz8Y1B,Gan-Ga,Bryant Myers,6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,6w9ToX5slZ4uIdmD17hJ3c,False,Bendecido,7uCxpXETxPlW2rErmzycRN,2020-10-30,55,2020,latin,82,14128903,"trap latino, reggaeton, urbano latino, trap",Bendecido,album,17,2020-10-30,eOne Urban,Bryant Myers,Bryant Myers,Gan-Ga,https://www.last.fm/music/Bryant+Myers/_/Gan-Ga,13538.0,79983.0,
4U0JLGFHJpEnDS5w8F7ngE,Calma - Remix,Pedro Capó,4QVBYiagIaa6ZGSPMbybpy,"Pedro Capó, Farruko","4QVBYiagIaa6ZGSPMbybpy, 329e4yvIujISKGKz1BZZbO",True,MUNAY,4E0E7d1jNLPrmf1u4xMnl8,2020-09-18,66,2020,latin,67,1759841,"latin pop, latin",MUNAY,album,11,2020-09-18,Sony Music Latin,Pedro Capó,Pedro Capó,Calma - Remix,https://www.last.fm/music/Pedro+Cap%C3%B3/_/Calma+-+Remix,176269.0,1230897.0,
6fmQjRuo7XvRFCK2qex5hQ,Mi Cuarto,Jerry Di,7f02bxFbZIOVdSbYRNYvLT,Jerry Di,7f02bxFbZIOVdSbYRNYvLT,False,DI LETRA,1NTAPW8MixdsXxAi4v9hBn,2020-04-03,70,2020,latin,60,441242,reggaeton,DI LETRA,album,9,2020-04-03,Nacho,Jerry Di,Jerry Di,Mi Cuarto,https://www.last.fm/music/Jerry+Di/_/Mi+Cuarto,62986.0,462640.0,
3gD4J3RUHy4OUuZ3qAiaiG,Caramelo,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,False,Caramelo,6HZe6aICWesZsze5OKlvMD,2020-06-11,62,2020,latin,89,39890719,"reggaeton, trap latino, latin, urbano latino",Caramelo,single,1,2020-06-11,Aura Music Corp.,Ozuna,Ozuna,Caramelo,https://www.last.fm/music/Ozuna/_/Caramelo,96130.0,688202.0,
1RkBT2ylOUh3fLXyyFnWyb,Dembow y Reggaeton,El Alfa,2oQX8QiMXOyuqbcZEFsZfm,"El Alfa, Yandel, Myke Towers","2oQX8QiMXOyuqbcZEFsZfm, 0eHQ9o50hj6ZDNBt6Ys1sD, 7iK8PXO48WeuP03g8YR51W",True,El Androide,7haP1A1a1ssJKXBKskVLvG,2020-05-15,57,2020,latin,79,4307489,"dembow, urbano latino, latin",El Androide,album,20,2020-05-15,EL JEFE RECORDS LLC,El Alfa,El Alfa,Dembow y Reggaeton,https://www.last.fm/music/El+Alfa/_/Dembow+y+Reggaeton,41941.0,282399.0,
6Cgj3VVfcYJN9vZbMVcKRd,Ñeri,Trueno,2x7PC78TmgqpEIjaGAZ0Oz,"Trueno, Taiu, tatool","2x7PC78TmgqpEIjaGAZ0Oz, 5szJHKg5xeUlQ9pTqzdpic, 0shHIQr8VamXbzM66kwGQo",True,Atrevido,1xBoZOfcOsqd77V6AENKYC,2020-07-23,59,2020,latin,77,10064302,argentine trap,Atrevido,album,10,2020-07-23,NEUEN,Trueno,Trueno,Ñeri,https://www.last.fm/music/Trueno/_/%C3%91eri,37681.0,381225.0,
2LlBM3jXQ3e4ZqrpcrGYVP,Illuminati,Kiddtetoon,2zfwez4uxbP8NcFy3kaNLF,"Kiddtetoon, Diego Smith","2zfwez4uxbP8NcFy3kaNLF, 60d7XKY1qqY5cPnXOCVvo6",True,Illuminati,4ljNUpjipWwzA5BjXRTWzy,2020-04-08,66,2020,latin,49,118132,"chilean trap, chilean mambo, reggaeton chileno",Illuminati,single,1,2020-04-08,Duetti (Migration),Kiddtetoon,Kiddtetoon,Illuminati,https://www.last.fm/music/Kiddtetoon/_/Illuminati,34041.0,295677.0,
2hDe0Ls5mVqs1XJqv7sbcM,Fútbol & Rumba (feat. Enrique Iglesias),Anuel AA,2R21vXR83lH98kGeO99Y66,"Anuel AA, Enrique Iglesias","2R21vXR83lH98kGeO99Y66, 7qG3b048QCHVRO5Pv1T5lw",True,Emmanuel,7JtT7OyWM8BnIS5FXXPMKg,2020-05-29,57,2020,latin,90,46295930,"reggaeton, trap latino, urbano latino, latin",Emmanuel,album,22,2020-05-29,"2020 Real Hasta La Muerte, LLC",Anuel AA,Anuel AA,Fútbol & Rumba (feat. Enrique Iglesias),https://www.last.fm/music/Anuel+AA/_/F%C3%BAtbol+&+Rumba+(feat.+Enrique+Iglesias),24828.0,136773.0,
5r58peFc3ScBBF0OXQcLQI,Mi Estilo de Vida II,Ñejo,2OHKEe204spO7G7NcbeO2o,"Ñejo, Miky Woodz, Myke Towers, Ñengo Flow, Rauw Alejandro, Kenai, Arcángel","2OHKEe204spO7G7NcbeO2o, 1pf0MPKfKdvS8J779mS1Ay, 7iK8PXO48WeuP03g8YR51W, 12vb80Km0Ew53ABfJOepVz, 1mcTU81TzQhprhouKaTkpq, 2fZ65qP7obY5kjp3IGqJ6e, 4SsVbpTthjScTS7U2hmr1X",True,Mi Estilo de Vida II,4PDENpNygAF2hqdz8M0S5o,2020-08-06,55,2020,latin,72,4940230,reggaeton,Mi Estilo de Vida II,single,1,2020-08-06,"La Fama Alstars, LLC.",Ñejo,Ñejo,Mi Estilo de Vida II,https://www.last.fm/music/%C3%91ejo/_/Mi+Estilo+de+Vida+II,8384.0,56546.0,
4p7uDinmLy8KdGUh8mqsYR,Zili,Chucky73,38epWdyauFwdRkldqUMfWE,"Chucky73, Fetti031, Myke Towers","38epWdyauFwdRkldqUMfWE, 0bsQ8jCTdRt3F8R5nNU3hw, 7iK8PXO48WeuP03g8YR51W",True,De Chamaquito Siempre Cabezu,4XKCDArETTHoRY0lUGzSRV,2020-10-30,54,2020,latin,51,239462,"dembow, trap latino",De Chamaquito Siempre Cabezu,album,12,2020-10-30,"Sie7etr3 The Label, Inc.",Chucky73,Chucky73,Zili,https://www.last.fm/music/Chucky73/_/Zili,10086.0,90382.0,
36DHxTW2xdr9GG15T9oK9L,EL MUNDO ES MÍO,Bad Bunny,4q3ewBCX7sLwd24euuV69X,Bad Bunny,4q3ewBCX7sLwd24euuV69X,False,EL ÚLTIMO TOUR DEL MUNDO,2d9BCZeAAhiZWPpbX9aPCW,2020-11-27,65,2020,latin,99,106717983,"reggaeton, trap latino, urbano latino, latin",EL ÚLTIMO TOUR DEL MUNDO,album,16,2020-11-27,Rimas Entertainment LLC,Bad Bunny,Bad Bunny,EL MUNDO ES MÍO,https://www.last.fm/music/Bad+Bunny/_/EL+MUNDO+ES+M%C3%8DO,79554.0,649241.0,
0eI8yxgCGbguwbK26n22RQ,RELXJXTE,Feid,2LRoIwlKmHjgvigdNGBHNo,"Feid, Sky Rompiendo","2LRoIwlKmHjgvigdNGBHNo, 51XrH5fQP2oIQynuKxSWcW",True,FERXXO (VOL 1: M.O.R),3js3vnaiDDghVu9ADH93Q5,2020-04-23,62,2020,latin,88,19471281,"reggaeton, urbano latino",FERXXO (VOL 1: M.O.R),album,16,2020-04-23,JP Entertainment (Jorge Pino),Feid,Feid,RELXJXTE,https://www.last.fm/music/Feid/_/RELXJXTE,28139.0,265036.0,
09WAnxdBuebQopKhJT3oZS,TRELLAS,Bad Bunny,4q3ewBCX7sLwd24euuV69X,Bad Bunny,4q3ewBCX7sLwd24euuV69X,False,EL ÚLTIMO TOUR DEL MUNDO,2d9BCZeAAhiZWPpbX9aPCW,2020-11-27,64,2020,latin,99,106717983,"reggaeton, trap latino, urbano latino, latin",EL ÚLTIMO TOUR DEL MUNDO,album,16,2020-11-27,Rimas Entertainment LLC,Bad Bunny,Bad Bunny,TRELLAS,https://www.last.fm/music/Bad+Bunny/_/TRELLAS,76994.0,653047.0,
0fgsKar6uBO08vzHXkTjWi,P FKN R,Bad Bunny,4q3ewBCX7sLwd24euuV69X,"Bad Bunny, Kendo Kaponi, Arcángel","4q3ewBCX7sLwd24euuV69X, 1WMwuNKzEFtU6pPkdtryYS, 4SsVbpTthjScTS7U2hmr1X",True,YHLQMDLG,5lJqux7orBlA1QzyiBGti1,2020-02-29,64,2020,latin,99,106717983,"reggaeton, trap latino, urbano latino, latin",YHLQMDLG,album,20,2020-02-29,Rimas Entertainment LLC,Bad Bunny,Bad Bunny,P FKN R,https://www.last.fm/music/Bad+Bunny/_/P+FKN+R,90511.0,641593.0,
3dEtfTtCXWW7N8WQ9FD29z,En Tu Cuerpo - Remix,Lyanno,1Ts9of7VPZElwPQnqnDSfW,"Lyanno, Rauw Alejandro, Lenny Tavárez, Maria Becerra","1Ts9of7VPZElwPQnqnDSfW, 1mcTU81TzQhprhouKaTkpq, 1pQWsZQehhS4wavwh7Fnxd, 1DxLCyH42yaHKGK3cl5bvG",True,En Tu Cuerpo (Remix),4IoXqa2p31wSTnOIYppcG3,2020-09-04,63,2020,latin,73,2138007,"reggaeton, trap latino, urbano latino",En Tu Cuerpo (Remix),single,1,2020-09-04,Rimas Entertainment LLC,Lyanno,Lyanno,En Tu Cuerpo - Remix,https://www.last.fm/music/Lyanno/_/En+Tu+Cuerpo+-+Remix,25566.0,172122.0,
03V0FZwKTJhXeW2zVNkyP7,Reina Pepiada,Alvaro Diaz,5J7rXWjtn5HzUkJ4Jet8Fr,Alvaro Diaz,5J7rXWjtn5HzUkJ4Jet8Fr,False,Diaz Antes: La Ciudad De Los Niños Tristes,77AXHIqpK3pxuX6PsKkfhd,2020-01-31,67,2020,latin,77,1628844,,Diaz Antes: La Ciudad De Los Niños Tristes,single,5,2020-01-31,Alvaro Diaz Mexico ICO,Alvaro Diaz,Alvaro Diaz,Reina Pepiada,https://www.last.fm/music/Alvaro+Diaz/_/Reina+Pepiada,61535.0,996564.0,
1fJjC8C0BdgUHlKIP2ODQf,Sangría - con WOS,Trueno,2x7PC78TmgqpEIjaGAZ0Oz,"Trueno, WOS, Taiu, Evlay, tatool","2x7PC78TmgqpEIjaGAZ0Oz, 5YCc6xS5Gpj3EkaYGdjyNK, 5szJHKg5xeUlQ9pTqzdpic, 2JsDK87cAxuUlz4L4izU7A, 0shHIQr8VamXbzM66kwGQo",True,Atrevido,1xBoZOfcOsqd77V6AENKYC,2020-07-23,59,2020,latin,77,10064302,argentine trap,Atrevido,album,10,2020-07-23,NEUEN,Trueno,Trueno,Sangría - con WOS,https://www.last.fm/music/Trueno/_/Sangr%C3%ADa+-+con+WOS,38460.0,394654.0,
0Snbzbd74RLfL0i4nn1vU5,Favorito,Camilo,28gNT5KBp7IjEOQoevXf9N,Camilo,28gNT5KBp7IjEOQoevXf9N,False,Favorito,5wb9Mx2yfXZzKYPzHp4fae,2020-03-26,60,2020,latin,80,20575109,"colombian pop, pop urbano",Favorito,single,1,2020-03-26,Sony Music Latin,Camilo,Camilo,Favorito,https://www.last.fm/music/Camilo/_/Favorito,62080.0,422975.0,
5gCg2qMPzKkW4jS4dBKdDs,Puesto Pa' Guerrial,Bad Bunny,4q3ewBCX7sLwd24euuV69X,"Bad Bunny, Myke Towers","4q3ewBCX7sLwd24euuV69X, 7iK8PXO48WeuP03g8YR51W",True,YHLQMDLG,5lJqux7orBlA1QzyiBGti1,2020-02-29,61,2020,latin,99,106717983,"reggaeton, trap latino, urbano latino, latin",YHLQMDLG,album,20,2020-02-29,Rimas Entertainment LLC,Bad Bunny,Bad Bunny,Puesto Pa' Guerrial,https://www.last.fm/music/Bad+Bunny/_/Puesto+Pa%27+Guerrial,81171.0,497106.0,
2mM3gZ0BbPwPPMelbA8vgt,No Te Enamores - Remix,Milly,7kXCcNRLEnblbTAppPraBp,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy","7kXCcNRLEnblbTAppPraBp, 329e4yvIujISKGKz1BZZbO, 5hdhHgpxyniooUiQVaPxQ0, 2cPqdH7XMvwaBJEVjheH8g, 6kq4GHwUcUojGIu0ziSNXf",True,No Te Enamores (Remix),77aeZo4yYPoMsnnRtPPpuk,2020-11-20,59,2020,latin,48,79969,reggaeton,No Te Enamores (Remix),single,1,2020-11-20,Carbon Fiber Music,Milly,Milly,No Te Enamores - Remix,https://www.last.fm/music/Milly/_/No+Te+Enamores+-+Remix,20917.0,122728.0,
0dKO7r8XnLskHM4JJH3BRi,Kobe En LA,JHAYCO,6nVcHLIgY5pE2YCl8ubca1,JHAYCO,6nVcHLIgY5pE2YCl8ubca1,False,Kobe En LA,2ZlDvWWIeKF4gLRUFe5msN,2020-11-13,58,2020,latin,82,9736204,"reggaeton, trap latino, urbano latino",Kobe En LA,single,2,2020-11-13,N&E Entertainment LLC,JHAYCO,JHAYCO,Kobe En LA,https://www.last.fm/music/Jhayco/_/Kobe+En+LA,17977.0,168329.0,
4EJHKSnHENfjOxXWryyNtL,MÁS DE UNA CITA,Bad Bunny,4q3ewBCX7sLwd24euuV69X,"Bad Bunny, Zion & Lennox","4q3ewBCX7sLwd24euuV69X, 21451j1KhjAiaYKflxBjr1",True,LAS QUE NO IBAN A SALIR,4gvQO5mEuhbMSrLIuwXkmz,2020-05-10,61,2020,latin,99,106717983,"reggaeton, trap latino, urbano latino, latin",LAS QUE NO IBAN A SALIR,album,10,2020-05-10,Rimas Entertainment LLC,Bad Bunny,Bad Bunny,MÁS DE UNA CITA,https://www.last.fm/music/Bad+Bunny/_/M%C3%81S+DE+UNA+CITA,63504.0,390956.0,
0Lsis3LB0XAK6XlTHXaJk2,MALDITA POBREZA,Bad Bunny,4q3ewBCX7sLwd24euuV69X,Bad Bunny,4q3ewBCX7sLwd24euuV69X,False,EL ÚLTIMO TOUR DEL MUNDO,2d9BCZeAAhiZWPpbX9aPCW,2020-11-27,65,2020,latin,99,106717983,"reggaeton, trap latino, urbano latino, latin",EL ÚLTIMO TOUR DEL MUNDO,album,16,2020-11-27,Rimas Entertainment LLC,Bad Bunny,Bad Bunny,MALDITA POBREZA,https://www.last.fm/music/Bad+Bunny/_/MALDITA+POBREZA,84917.0,717524.0,
