artist_spotify,track_spotify,lastfm_url,listeners,playcount,tags
Weeekly,After School,https://www.last.fm/music/Weeekly/_/After+School,356444,5478452,
Fuerza Regida,Descansando,https://www.last.fm/music/Fuerza+Regida/_/Descansando,38916,390890,
P!nk,All I Know So Far,https://www.last.fm/music/P%21nk/_/All+I+Know+So+Far,86955,536844,
TWICE,Doughnut,https://www.last.fm/music/TWICE/_/Doughnut,326024,6360942,"j-pop, rnb, Smooth Soul, Kpop, 2021"
ATEEZ,Turbulence,https://www.last.fm/music/ATEEZ/_/Turbulence,93347,2025012,
YOASOBI,あの夢をなぞって,https://www.last.fm/music/YOASOBI/_/%E3%81%82%E3%81%AE%E5%A4%A2%E3%82%92%E3%81%AA%E3%81%9E%E3%81%A3%E3%81%A6,138580,2013732,
Benassi Bros.,Hit My Heart - Sfaction Radio Edit,https://www.last.fm/music/Benassi+Bros./_/Hit+My+Heart+-+Sfaction+Radio+Edit,25975,132137,
aespa,Lucid Dream,https://www.last.fm/music/aespa/_/Lucid+Dream,395316,8019918,"contemporary rnb, rnb, alternative rnb, k-pop, future bass"
ENHYPEN,Just A Little Bit,https://www.last.fm/music/ENHYPEN/_/Just+A+Little+Bit,186075,3493940,
Ovi,Los 4 Ases (Corrido Tumbado),https://www.last.fm/music/Ovi/_/Los+4+Ases+(Corrido+Tumbado),23670,309040,
The Marías,Hush - Still Woozy Remix,https://www.last.fm/music/The+Mar%C3%ADas/_/Hush+-+Still+Woozy+Remix,279040,1947885,
Ado,千本桜,https://www.last.fm/music/Ado/_/%E5%8D%83%E6%9C%AC%E6%A1%9C,35737,454656,
ENHYPEN,Blockbuster feat. YEONJUN of TOMORROW X TOGETHER,https://www.last.fm/music/ENHYPEN/_/Blockbuster+feat.+YEONJUN+of+TOMORROW+X+TOGETHER,160026,3128994,
Lyn Lapid,In My Mind,https://www.last.fm/music/Lyn+Lapid/_/In+My+Mind,430584,3892956,
郑润泽,如果呢,https://www.last.fm/music/%E9%83%91%E6%B6%A6%E6%B3%BD/_/%E5%A6%82%E6%9E%9C%E5%91%A2,4927,41520,
Saad Lamjarred,Enty Hayaty,https://www.last.fm/music/Saad+Lamjarred/_/Enty+Hayaty,4683,42775,
Jessica Jay,Casablanca,https://www.last.fm/music/Jessica+Jay/_/Casablanca,29054,142540,
FAVE,Beautifully,https://www.last.fm/music/Fave/_/Beautifully,9704,47960,
88rising,The Weekend,https://www.last.fm/music/88rising/_/The+Weekend,267410,3297232,
Noah Kahan,Someone Like You (feat. Joy Oladokun),https://www.last.fm/music/Noah+Kahan/_/Someone+Like+You+(feat.+Joy+Oladokun),106030,669207,
PJ Harding,Dear August,https://www.last.fm/music/PJ+Harding/_/Dear+August,94402,532573,
Lake Street Dive,Know That I Know,https://www.last.fm/music/Lake+Street+Dive/_/Know+That+I+Know,26978,118026,
NEEDY GIRL OVERDOSE,INTERNET OVERDOSE,https://www.last.fm/music/NEEDY+GIRL+OVERDOSE/_/INTERNET+OVERDOSE,79708,1048678,
Calum Scott,Rise (Sam Feldt Remix),https://www.last.fm/music/Calum+Scott/_/Rise+(Sam+Feldt+Remix),13572,52323,
Tzanca Uraganu,Buzele Cu Rosu Inchis,https://www.last.fm/music/Tzanca+Uraganu/_/Buzele+Cu+Rosu+Inchis,6125,47418,
YUQI,Bonnie & Clyde,https://www.last.fm/music/Yuqi/_/Bonnie+&+Clyde,118776,2007475,
Gyakie,Forever (Remix),https://www.last.fm/music/Gyakie/_/Forever+(Remix),11583,71149,
Leo de la Rosiori,Tine-Ma De Mana,https://www.last.fm/music/Leo+de+la+Rosiori/_/Tine-Ma+De+Mana,886,4540,
Dennis Lloyd,Alien,https://www.last.fm/music/Dennis+Lloyd/_/Alien,56761,342168,
grentperez,Cherry Wine,https://www.last.fm/music/grentperez/_/Cherry+Wine,417446,6036562,
Grupo Marca Registrada,El Doctor,https://www.last.fm/music/Grupo+Marca+Registrada/_/El+Doctor,33035,317816,
Andrea Laszlo De Simone,Vivo,https://www.last.fm/music/Andrea+Laszlo+De+Simone/_/Vivo,15851,100287,
Olivia Rodrigo,good 4 u,https://www.last.fm/music/Olivia+Rodrigo/_/good+4+u,1737693,35003119,"pop rock, rock, pop, pop punk, 2021"
STAYC,ASAP,https://www.last.fm/music/STAYC/_/ASAP,444274,8798723,"k-pop, Kpop, love at first listen, STAYC, perfect"
Kowloon,Wake Up,https://www.last.fm/music/Kowloon/_/Wake+Up,157644,883650,
Lady Gaga,Scheiße,https://www.last.fm/music/Lady+Gaga/_/Schei%C3%9Fe,275168,5519539,
Erika,I Don't Know - Extended Mix,https://www.last.fm/music/Erika/_/I+Don%27t+Know+-+Extended+Mix,39933,189715,
Ariana Grande,someone like u - interlude,https://www.last.fm/music/Ariana+Grande/_/someone+like+u+-+interlude,180811,2033397,
Doja Cat,Been Like This,https://www.last.fm/music/Doja+Cat/_/Been+Like+This,635782,8520698,"alternative rnb, pop, indie rock, rnb, powerful"
ZUTOMAYO,Obenkyou Shitoiteyo,https://www.last.fm/music/ZUTOMAYO/_/Obenkyou+Shitoiteyo,40701,164604,
Robin Schulz,One More Time (feat. Alida),https://www.last.fm/music/Robin+Schulz/_/One+More+Time+(feat.+Alida),38340,205523,
Yoke Lore,Seeds,https://www.last.fm/music/Yoke+Lore/_/Seeds,69403,391258,
No Vacation,Waltzing Back,https://www.last.fm/music/No+Vacation/_/Waltzing+Back,277224,1508707,
Tzanca Uraganu,Banii,https://www.last.fm/music/Tzanca+Uraganu/_/Banii,7879,79000,
Jada Facer,Say You Won't Let Go (Acoustic),https://www.last.fm/music/Jada+Facer/_/Say+You+Won%27t+Let+Go+(Acoustic),1877,7626,
Joy Oladokun,look up,https://www.last.fm/music/Joy+Oladokun/_/look+up,47382,189633,
Robin Schulz,All We Got (feat. KIDDO),https://www.last.fm/music/Robin+Schulz/_/All+We+Got+(feat.+KIDDO),64954,420619,
Platon,Over - Alexander Pierce Remix,https://www.last.fm/music/Platon/_/Over+-+Alexander+Pierce+Remix,1262,5952,
Rino Gaetano,A mano a mano,https://www.last.fm/music/Rino+Gaetano/_/A+mano+a+mano,19084,127438,
温奕心,一路生花,https://www.last.fm/music/%E6%B8%A9%E5%A5%95%E5%BF%83/_/%E4%B8%80%E8%B7%AF%E7%94%9F%E8%8A%B1,6989,61040,
Wizkid,Essence (feat. Justin Bieber & Tems),https://www.last.fm/music/Wizkid/_/Essence+(feat.+Justin+Bieber+&+Tems),118015,742276,
NCT DREAM,Hot Sauce,https://www.last.fm/music/NCT+DREAM/_/Hot+Sauce,270771,3891979,
STAYC,STEREOTYPE,https://www.last.fm/music/STAYC/_/STEREOTYPE,409135,9220794,"k-pop, pop, Kpop, electronic, rnb"
Grupo Firme,Hablando Claro (En Vivo),https://www.last.fm/music/Grupo+Firme/_/Hablando+Claro+(En+Vivo),10512,61011,
Vaundy,odoriko,https://www.last.fm/music/Vaundy/_/odoriko,82369,1005348,
Red Velvet,Queendom,https://www.last.fm/music/Red+Velvet/_/Queendom,353479,6265419,
Videoclub,SMS,https://www.last.fm/music/Videoclub/_/SMS,41729,269915,
Zara Larsson,Love Me Land,https://www.last.fm/music/Zara+Larsson/_/Love+Me+Land,147727,2158679,
HWASA,I`m a B,https://www.last.fm/music/HWASA/_/I%60m+a+B,76352,434948,
Natanael Cano,Sin Ti,https://www.last.fm/music/Natanael+Cano/_/Sin+Ti,26815,388601,
Luis Gabriel,Otrava Mea,https://www.last.fm/music/LUIS+GABRIEL/_/Otrava+Mea,1233,7543,
aespa,aenergy,https://www.last.fm/music/aespa/_/aenergy,283069,4335553,
Laufey,Love Flew Away,https://www.last.fm/music/Laufey/_/Love+Flew+Away,183838,1490911,
Dan Balan,Numa Numa 2,https://www.last.fm/music/Dan+Balan/_/Numa+Numa+2,7643,47555,
HOSHI,Spider,https://www.last.fm/music/Hoshi/_/Spider,171735,2921286,
苏星婕,清空,https://www.last.fm/music/%E8%8B%8F%E6%98%9F%E5%A9%95/_/%E6%B8%85%E7%A9%BA,10263,84619,
Georgiana Lobont,Eu ma joc cu banii,https://www.last.fm/music/Georgiana+Lobont/_/Eu+ma+joc+cu+banii,398,1942,
Grupo Los de la O,Fuga Pa Cali 2,https://www.last.fm/music/Grupo+Los+De+La+O/_/Fuga+Pa+Cali+2,28178,316683,
TOMORROW X TOGETHER,No Rules,https://www.last.fm/music/TOMORROW+X+TOGETHER/_/No+Rules,222191,5676386,
Georgiana Lobont,100 De Ani,https://www.last.fm/music/Georgiana+Lobont/_/100+De+Ani,363,2010,
Grupo 360,La Purga,https://www.last.fm/music/Grupo+360/_/La+Purga,12327,79152,
Wildson,One on One,https://www.last.fm/music/Wildson/_/One+on+One,18814,71808,
Arthur Nery,Isa lang,https://www.last.fm/music/Arthur+Nery/_/Isa+lang,84700,1310490,
陈子晴,偏向,https://www.last.fm/music/%E9%99%88%E5%AD%90%E6%99%B4/_/%E5%81%8F%E5%90%91,5972,38156,
Wallows,Quarterback,https://www.last.fm/music/Wallows/_/Quarterback,273984,2478089,
Mike Bahía,La Vida,https://www.last.fm/music/Mike+Bah%C3%ADa/_/La+Vida,4257,17269,
YOASOBI,ハルジオン,https://www.last.fm/music/YOASOBI/_/%E3%83%8F%E3%83%AB%E3%82%B8%E3%82%AA%E3%83%B3,152992,1694829,
Alex Botea,Mana stanga sus,https://www.last.fm/music/Alex+Botea/_/Mana+stanga+sus,4668,33955,
King Gnu,逆夢,https://www.last.fm/music/King+Gnu/_/%E9%80%86%E5%A4%A2,77228,842404,
Aimer,SPARK-AGAIN,https://www.last.fm/music/Aimer/_/SPARK-AGAIN,71912,716596,
Free Cover Venezuela,Felipe Peláez (Mix En Vivo),https://www.last.fm/music/Free+Cover+Venezuela/_/Felipe+Pel%C3%A1ez+(Mix+En+Vivo),76,114,
Wallners,Dracula,https://www.last.fm/music/Wallners/_/Dracula,15968,71474,
La K'onga,Convénceme,https://www.last.fm/music/La+K%27onga/_/Conv%C3%A9nceme,3311,16631,
WONWOO,Bittersweet (feat. LeeHi),https://www.last.fm/music/Wonwoo/_/Bittersweet+(feat.+LeeHi),221815,3922394,
Mr. Juve,Nebunia Lui Juvel,https://www.last.fm/music/Mr.+Juve/_/Nebunia+lui+Juvel,3833,22856,
Ado,踊,https://www.last.fm/music/Ado/_/%E8%B8%8A,103309,1716917,
Chase Atlantic,BEAUTY IN DEATH,https://www.last.fm/music/Chase+Atlantic/_/BEAUTY+IN+DEATH,107452,1359287,
Ofenbach,Hurricane,https://www.last.fm/music/Ofenbach/_/Hurricane,83189,542072,
Madison Mars,Out Of Touch - Madison Mars Edit,https://www.last.fm/music/Madison+Mars/_/Out+Of+Touch+-+Madison+Mars+Edit,9638,36917,
aespa,Dreams Come True,https://www.last.fm/music/aespa/_/Dreams+Come+True,307490,6901101,"k-pop, cover, 2021, Kpop, dance"
Dan Balan,Lendo Calendo,https://www.last.fm/music/Dan+Balan/_/Lendo+Calendo,10951,57964,
劉瑞琦,两三句,https://www.last.fm/music/%E5%8A%89%E7%91%9E%E7%90%A6/_/%E4%B8%A4%E4%B8%89%E5%8F%A5,1296,6904,
MORE MORE JUMP!,モア！ジャンプ！モア！ (feat. 花里みのり&桐谷遥&桃井愛莉&日野森雫&初音ミク),https://www.last.fm/music/MORE+MORE+JUMP%21/_/%E3%83%A2%E3%82%A2%EF%BC%81%E3%82%B8%E3%83%A3%E3%83%B3%E3%83%97%EF%BC%81%E3%83%A2%E3%82%A2%EF%BC%81+(feat.+%E8%8A%B1%E9%87%8C%E3%81%BF%E3%81%AE%E3%82%8A&%E6%A1%90%E8%B0%B7%E9%81%A5&%E6%A1%83%E4%BA%95%E6%84%9B%E8%8E%89&%E6%97%A5%E9%87%8E%E6%A3%AE%E9%9B%AB&%E5%88%9D%E9%9F%B3%E3%83%9F%E3%82%AF),34126,255454,
The Kid LAROI,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),https://www.last.fm/music/The+Kid+LAROI/_/TRAGIC+(feat.+YoungBoy+Never+Broke+Again+&+Internet+Money),162840,1798947,
Claire Rosinkranz,Frankenstein,https://www.last.fm/music/Claire+Rosinkranz/_/Frankenstein,159908,1278935,
Los Dos Carnales,Yo Soy Rico,https://www.last.fm/music/Los+Dos+Carnales/_/Yo+Soy+Rico,8840,42793,
Mr. Juve,Cine Te Crezi,https://www.last.fm/music/Mr.+Juve/_/Cine+Te+Crezi,2286,14709,
SEVENTEEN,Ready to love,https://www.last.fm/music/Seventeen/_/Ready+to+Love,198669,5309397,
KAI,Peaches,https://www.last.fm/music/Kai/_/Peaches,249129,3974879,
Eason Chan,孤勇者 - 《英雄聯盟：雙城之戰》動畫劇集中文主題曲,https://www.last.fm/music/Eason+Chan/_/%E5%AD%A4%E5%8B%87%E8%80%85+-+%E3%80%8A%E8%8B%B1%E9%9B%84%E8%81%AF%E7%9B%9F%EF%BC%9A%E9%9B%99%E5%9F%8E%E4%B9%8B%E6%88%B0%E3%80%8B%E5%8B%95%E7%95%AB%E5%8A%87%E9%9B%86%E4%B8%AD%E6%96%87%E4%B8%BB%E9%A1%8C%E6%9B%B2,6218,44341,
AP Dhillon,Insane,https://www.last.fm/music/AP+Dhillon/_/Insane,39027,530213,
El Fantasma,Soy Buen Amigo,https://www.last.fm/music/El+Fantasma/_/Soy+Buen+Amigo,19905,119710,
隊長,予你,https://www.last.fm/music/%E9%9A%8A%E9%95%B7/_/%E4%BA%88%E4%BD%A0,7514,84947,
Peter Dallas,Girl in Yellow,https://www.last.fm/music/Peter+Dallas/_/Girl+in+Yellow,9708,31539,
Neeus,Mente Sucia,https://www.last.fm/music/Neeus/_/Mente+Sucia,831,6193,
Night Tempo,Stay with Me - Night Tempo Showa Groove Mix,https://www.last.fm/music/Night+Tempo/_/Stay+with+Me+-+Night+Tempo+Showa+Groove+Mix,35045,177966,
Tzanca Uraganu,Rup Topurile,https://www.last.fm/music/Tzanca+Uraganu/_/Rup+Topurile,3680,22637,
Miraj Tzunami,Ce Miraj,https://www.last.fm/music/Miraj+Tzunami/_/Ce+Miraj,1038,7807,
Bogdan DLP,Vina Mea,https://www.last.fm/music/Bogdan+DLP/_/Vina+Mea,1189,6594,
TOMORROW X TOGETHER,Frost,https://www.last.fm/music/TOMORROW+X+TOGETHER/_/Frost,204825,5288125,
La K'onga,Perfecta,https://www.last.fm/music/La+K%27onga/_/Perfecta,2671,12943,
Georgiana Lobont,4 nopti si 4 zile,https://www.last.fm/music/Georgiana+Lobont/_/4+nopti+si+4+zile,638,3400,
Nicolae Guta,Locul 1 Numai 1,https://www.last.fm/music/Nicolae+Guta/_/Locul+1+numai+1,1023,4669,
Therapie TAXI,Blesse-moi,https://www.last.fm/music/Therapie+TAXI/_/Blesse-moi,18312,112663,
Drug Store Romeos,Vibrate,https://www.last.fm/music/Drug+Store+Romeos/_/Vibrate,54381,187226,
Agnes,Here Comes The Night,https://www.last.fm/music/Agnes/_/Here+Comes+the+Night,31705,400859,
Manuel Medrano,Hay Una Luz Dentro De Ti,https://www.last.fm/music/Manuel+Medrano/_/Hay+Una+Luz+Dentro+De+Ti,5813,21872,
Oana Radu,Cand Am O Zi Grea,https://www.last.fm/music/Oana+Radu/_/Cand+Am+O+Zi+Grea,1643,10437,
Luísa Sonza,MODO TURBO,https://www.last.fm/music/Lu%C3%ADsa+Sonza/_/MODO+TURBO,248794,3358614,
Platon,Last - Alexander Pierce Remix,https://www.last.fm/music/Platon/_/Last+-+Alexander+Pierce+Remix,595,3634,
Cocos de la Calarasi,Ce Cauti Tu Intr-Un Pat Strain,https://www.last.fm/music/Cocos+de+la+Calarasi/_/Ce+Cauti+Tu+Intr-Un+Pat+Strain,392,1672,
Natanael Cano,Ninguna Como Ella,https://www.last.fm/music/Natanael+Cano/_/Ninguna+Como+Ella,22932,254021,
Fuerza Regida,Que Esta Pasando,https://www.last.fm/music/Fuerza+Regida/_/Que+Esta+Pasando,25798,242688,
SICKOTOY,Papa,https://www.last.fm/music/SICKOTOY/_/Papa,9792,69382,
Becky Hill,Remember - Acoustic,https://www.last.fm/music/Becky+Hill/_/Remember+-+Acoustic,58647,395835,
Iuly Neamtu,Cum O Dai Tu,https://www.last.fm/music/Iuly+Neamtu/_/Cum+O+Dai+Tu,5047,46003,
Dan Balan,Allegro Ventigo,https://www.last.fm/music/Dan+Balan/_/Allegro+Ventigo,5929,42189,
Georgiana Lobont,"Jumatate Tu, Jumatate Eu","https://www.last.fm/music/Georgiana+Lobont/_/Jumatate+Tu,+Jumatate+Eu",245,1209,
Ber,Meant To Be,https://www.last.fm/music/Ber/_/Meant+To+Be,86704,588949,
林達浪,还是会想你,https://www.last.fm/music/%E6%9E%97%E9%81%94%E6%B5%AA/_/%E8%BF%98%E6%98%AF%E4%BC%9A%E6%83%B3%E4%BD%A0,6237,69007,
Serge Nova,I Feel Alone,https://www.last.fm/music/Serge+Nova/_/I+Feel+Alone,2013,10597,
小阿七,从前说,https://www.last.fm/music/%E5%B0%8F%E9%98%BF%E4%B8%83/_/%E4%BB%8E%E5%89%8D%E8%AF%B4,13776,141406,
TMW,Boots,https://www.last.fm/music/TMW/_/Boots,16683,95679,
WeiBird,"如果可以 - 電影""月老""主題曲",https://www.last.fm/music/Weibird/_/%E5%A6%82%E6%9E%9C%E5%8F%AF%E4%BB%A5+-+%E9%9B%BB%E5%BD%B1%22%E6%9C%88%E8%80%81%22%E4%B8%BB%E9%A1%8C%E6%9B%B2,25855,356973,
SEVENTEEN,Anyone,https://www.last.fm/music/Seventeen/_/Anyone,116207,2645707,
Men I Trust,Serenade of Water,https://www.last.fm/music/Men+I+Trust/_/Serenade+of+Water,305515,2121394,
yama,麻痺,https://www.last.fm/music/Yama/_/%E9%BA%BB%E7%97%BA,70988,585510,
Wizkid,Essence (feat. Justin Bieber & Tems),https://www.last.fm/music/Wizkid/_/Essence+(feat.+Justin+Bieber+&+Tems),118015,742276,
BTS,Life Goes On,https://www.last.fm/music/BTS/_/Life+Goes+On,534186,96608126,"k-pop, pop, bts, v, life goes on"
Morat,23,https://www.last.fm/music/Morat/_/23,24108,263378,
RM,Wild Flower (with youjeen),https://www.last.fm/music/RM/_/Wild+Flower+(with+youjeen),328835,101837701,"RM, bts, wild  the flowers  RM, indigo, Youjeen"
Stray Kids,MANIAC,https://www.last.fm/music/Stray+Kids/_/MANIAC,446905,11182869,"k-pop, pop, dance, electropop, midtempo bass"
Morat,Segundos Platos,https://www.last.fm/music/Morat/_/Segundos+Platos,34416,470548,
Marta Santos,Envuelto en llamas,https://www.last.fm/music/Marta+Santos/_/Envuelto+en+llamas,1818,10623,
Marta Santos,Las Cosas Pequeñitas,https://www.last.fm/music/Marta+Santos/_/Las+Cosas+Peque%C3%B1itas,4670,22510,
Morat,París,https://www.last.fm/music/Morat/_/Par%C3%ADs,49162,633941,
Benson Boone,NIGHTS LIKE THESE,https://www.last.fm/music/Benson+Boone/_/NIGHTS+LIKE+THESE,196032,1444626,
Marta Santos,Cerquita de Mí,https://www.last.fm/music/Marta+Santos/_/Cerquita+de+M%C3%AD,857,3441,
Beret,Beso robado,https://www.last.fm/music/beret/_/Beso+robado,4131,21098,
El Barrio,Amores Maníos,https://www.last.fm/music/El+Barrio/_/Amores+Man%C3%ADos,376,2635,
Morat,506,https://www.last.fm/music/Morat/_/506,42367,537844,
India Martinez,SI ELLA SUPIERA,https://www.last.fm/music/India+Martinez/_/Si+Ella+Supiera,7479,41393,
Shakira,Te Felicito,https://www.last.fm/music/Shakira/_/Te+Felicito,227468,2186678,
Pablo Alborán,Amigos (con Maria Becerra),https://www.last.fm/music/Pablo+Albor%C3%A1n/_/Amigos+(con+Maria+Becerra),27415,180116,
Álvaro De Luna,Levantaremos al sol,https://www.last.fm/music/%C3%81lvaro+De+Luna/_/Levantaremos+al+sol,4663,30386,
Walls,Reventar la Ciudad,https://www.last.fm/music/Walls/_/Reventar+la+Ciudad,4701,62563,
Depeche Mode,Enjoy the Silence,https://www.last.fm/music/Depeche+Mode/_/Enjoy+the+Silence,2027172,21637842,"electronic, 80s, new wave, synth pop, Depeche Mode"
Nil Moliner,LA PLAYA,https://www.last.fm/music/Nil+Moliner/_/LA+PLAYA,2405,11143,
Morat,Salir Con Vida,https://www.last.fm/music/Morat/_/Salir+Con+Vida,46687,550807,
Ruben Delallana,Apareciste Tú,https://www.last.fm/music/Ruben+Delallana/_/Apareciste+T%C3%BA,462,1650,
Demarco Flamenco,Alegría,https://www.last.fm/music/Demarco+Flamenco/_/Alegr%C3%ADa,869,3216,
India Martinez,5 SENTÍOS,https://www.last.fm/music/India+Martinez/_/5+SENT%C3%8DOS,2552,13800,
Antoñito Molina,Supongo,https://www.last.fm/music/Anto%C3%B1ito+Molina/_/Supongo,371,1498,
Salistre,Tal Vez,https://www.last.fm/music/Salistre/_/Tal+Vez,963,3641,
Pablo Alborán,Llueve sobre mojado,https://www.last.fm/music/Pablo+Albor%C3%A1n/_/Llueve+sobre+mojado,12841,86793,
Pablo Alborán,Amigos (con Maria Becerra),https://www.last.fm/music/Pablo+Albor%C3%A1n/_/Amigos+(con+Maria+Becerra),27415,180116,
Demarco Flamenco,No Necesito Más,https://www.last.fm/music/Demarco+Flamenco/_/No+Necesito+M%C3%A1s,1310,6126,
Antoñito Molina,Vivir conmigo,https://www.last.fm/music/Anto%C3%B1ito+Molina/_/Vivir+Conmigo,413,1529,
Galvan Real,Mi Corazón Es Mío,https://www.last.fm/music/Galvan+Real/_/Mi+Coraz%C3%B3n+Es+M%C3%ADo,449,2005,
Sebastian Yatra,Dharma,https://www.last.fm/music/Sebastian+Yatra/_/Dharma,15973,104787,
Morat,Llamada Perdida,https://www.last.fm/music/Morat/_/LLAMADA+PERDIDA,31442,395604,
El Barrio,El Adormitar De Los Laureles,https://www.last.fm/music/El+Barrio/_/El+Adormitar+De+Los+Laureles,666,3152,
India Martinez,SI ELLA SUPIERA,https://www.last.fm/music/India+Martinez/_/Si+Ella+Supiera,7479,41393,
Manuel Carrasco,FUE,https://www.last.fm/music/Manuel+Carrasco/_/Fue,4413,26930,
Dani Fernández,Plan fatal (feat. Juancho Sidecars),https://www.last.fm/music/Dani+Fern%C3%A1ndez/_/Plan+fatal+(feat.+Juancho+Sidecars),234,540,
Marta Santos,La Bachata,https://www.last.fm/music/Marta+Santos/_/La+Bachata,4777,20710,
Antoñito Molina,Y te voy a querer,https://www.last.fm/music/Anto%C3%B1ito+Molina/_/Y+te+Voy+a+Querer,1907,7994,
Pedro Capó,La Fiesta,https://www.last.fm/music/Pedro+Cap%C3%B3/_/La+Fiesta,14526,72398,
Antoñito Molina,Me estoy volviendo loco,https://www.last.fm/music/Anto%C3%B1ito+Molina/_/Me+Estoy+Volviendo+Loco,1558,5719,
Beret,El día menos pensado,https://www.last.fm/music/beret/_/El+d%C3%ADa+menos+pensado,8394,54957,
Pedro Capó,La Fiesta,https://www.last.fm/music/Pedro+Cap%C3%B3/_/La+Fiesta,14526,72398,
Luis Cortés,Hoja en Blanco - Versión flamenca,https://www.last.fm/music/Luis+Cort%C3%A9s/_/Hoja+en+Blanco+-+Versi%C3%B3n+flamenca,1042,4090,
Sabrina Carpenter,Nonsense,https://www.last.fm/music/Sabrina+Carpenter/_/Nonsense,1398850,27959098,"pop, rnb, contemporary rnb, vocal, bubblegum pop"
Veintiuno,La vida moderna (feat. Love of Lesbian),https://www.last.fm/music/Veintiuno/_/La+vida+moderna+(feat.+Love+of+Lesbian),10199,106740,
Morat,Debí Suponerlo,https://www.last.fm/music/Morat/_/Deb%C3%AD+Suponerlo,41943,584896,
Sabrina Carpenter,because i liked a boy,https://www.last.fm/music/Sabrina+Carpenter/_/because+i+liked+a+boy,883894,14413798,"pop, indie pop, Ballad, break-up, contemporary rnb"
Sebastian Yatra,Tacones Rojos,https://www.last.fm/music/Sebastian+Yatra/_/Tacones+Rojos,139229,1450029,
Sebastian Yatra,Chica Ideal,https://www.last.fm/music/Sebastian+Yatra/_/Chica+Ideal,52235,318276,
Morat,Si La Ves,https://www.last.fm/music/Morat/_/Si+La+Ves,15230,166778,
Bershy,Radio,https://www.last.fm/music/Bershy/_/Radio,80090,1295292,
BTS,Yet To Come,https://www.last.fm/music/BTS/_/Yet+to+Come,367363,70287816,"bts, k-pop, Korean, hiphop, test"
Jung Kook,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],https://www.last.fm/music/Jung+Kook/_/Dreamers+%5BMusic+from+the+FIFA+World+Cup+Qatar+2022+Official+Soundtrack%5D,320025,33848362,"best vocalist, boyfriend, pop king, pop vocals, 2022"
Sofía Reyes,Marte,https://www.last.fm/music/Sof%C3%ADa+Reyes/_/Marte,36625,342918,
Nathan Dawe,21 Reasons (feat. Ella Henderson),https://www.last.fm/music/Nathan+Dawe/_/21+Reasons+(feat.+Ella+Henderson),160117,968463,
Taylor Swift,Karma,https://www.last.fm/music/Taylor+Swift/_/Karma,1044369,27520822,"pop, screamo, Brutal Death Metal, metal, overrated"
RAYE,Escapism.,https://www.last.fm/music/RAYE/_/Escapism.,971656,12690542,"alternative rnb, trip hop, rnb, rap, Neo-Soul"
TINI,La Triple T,https://www.last.fm/music/Tini/_/La+Triple+T,84458,1347583,
Morat,Nunca Al Revés,https://www.last.fm/music/Morat/_/Nunca+Al+Rev%C3%A9s,18874,238907,
BTS,Butter,https://www.last.fm/music/BTS/_/Butter,788324,142567431,"bts, butter, pop, k-pop, soty"
Purple Disco Machine,In the Dark,https://www.last.fm/music/Purple+Disco+Machine/_/In+The+Dark,115646,901519,
Ha*Ash,Supongo Que Lo Sabes,https://www.last.fm/music/Ha%2AAsh/_/Supongo+Que+Lo+Sabes,16349,129537,
Nani Cortés,Como Antes,https://www.last.fm/music/Nani+Cort%C3%A9s/_/Como+Antes,1020,4146,
Stray Kids,CASE 143,https://www.last.fm/music/Stray+Kids/_/CASE+143,330978,7534336,"stray kids, Korean, Kasey Chambers, insane clown posse, p1harmony"
María Peláe,Por Si Te Vas,https://www.last.fm/music/Mar%C3%ADa+Pel%C3%A1e/_/Por+Si+Te+Vas,1617,10352,
La Llave,Tan solo tú,https://www.last.fm/music/La+Llave/_/Tan+solo+t%C3%BA,75,191,
Sebastian Yatra,Contigo,https://www.last.fm/music/Sebastian+Yatra/_/Contigo,13815,89012,
Walls,Tan vacío (feat. Hens),https://www.last.fm/music/Walls/_/Tan+vac%C3%ADo+(feat.+Hens),4725,56736,
Luis Cortés,Pena,https://www.last.fm/music/Luis+Cort%C3%A9s/_/Pena,455,1639,
Beyoncé,CUFF IT,https://www.last.fm/music/Beyonc%C3%A9/_/CUFF+IT,926236,16303820,"funk, Disco, pop, nu-disco, dance"
Maka,Lo Justo,https://www.last.fm/music/maka/_/Lo+Justo,1002,7668,
Luis Cortés,Canastera,https://www.last.fm/music/Luis+Cort%C3%A9s/_/Canastera,392,1262,
Omar Montes,Una y Mil Veces - Rumba,https://www.last.fm/music/Omar+Montes/_/Una+y+Mil+Veces+-+Rumba,16472,90024,
Mac Miller,Love Lost,https://www.last.fm/music/Mac+Miller/_/Love+Lost,574328,6756850,"pop rap, hip hop, indie, rap, chill"
Ayra Starr,Rush,https://www.last.fm/music/Ayra+Starr/_/Rush,183507,1743862,
NewJeans,Ditto,https://www.last.fm/music/NewJeans/_/Ditto,987162,34134702,"k-pop, baltimore club, Kpop, atlanta bass, contemporary rnb"
NewJeans,Attention,https://www.last.fm/music/NewJeans/_/Attention,843168,22682275,"k-pop, Kpop, One time flamengo, contemporary rnb, Korean"
Imagine Dragons,Wrecked,https://www.last.fm/music/Imagine+Dragons/_/Wrecked,250329,2621478,
BLACKPINK,Pink Venom,https://www.last.fm/music/BLACKPINK/_/Pink+Venom,747440,25438825,"k-pop, Hip-Hop, Kpop, pop, snap"
