artist_spotify,track_spotify,lastfm_url,listeners,playcount,tags
STELLA LEFTY,Kiss Me,https://www.last.fm/music/STELLA+LEFTY/_/Kiss+Me,4872,19969,
mehro,ketamine,https://www.last.fm/music/mehro/_/ketamine,64949,239389,
Mannequin Pussy,Loud Bark,https://www.last.fm/music/Mannequin+Pussy/_/Loud+Bark,139206,1147831,
Faye Webster,But Not Kiss,https://www.last.fm/music/Faye+Webster/_/But+Not+Kiss,395955,3621443,"WSUM 91.7 FM Madison, Kitchen Confidential with Butterknife, Love, indie rock, chamber pop"
Malcolm Todd,Rodrick Rules,https://www.last.fm/music/Malcolm+Todd/_/Rodrick+Rules,71963,666231,
We Are Not Friends,war,https://www.last.fm/music/We+are+not+friends/_/war,37871,97846,
Ravyn Lenae,Days,https://www.last.fm/music/Ravyn+Lenae/_/Days,114960,599803,
re6ce,brown eyes*,https://www.last.fm/music/re6ce/_/brown+eyes%2A,113027,1226594,
Siddhartha,Diamantes,https://www.last.fm/music/Siddhartha/_/Diamantes,10377,74555,
Henry Moodie,"right person, wrong time","https://www.last.fm/music/Henry+Moodie/_/right+person,+wrong+time",24885,195495,
Adrianne Lenker,No Machine,https://www.last.fm/music/Adrianne+Lenker/_/No+Machine,160008,1131921,
beabadoobee,This Is How It Went,https://www.last.fm/music/beabadoobee/_/this+is+how+it+went,212114,2218009,
Mon Rovîa,City on a Hill,https://www.last.fm/music/Mon+Rov%C3%8Ea/_/City+On+A+Hill,58315,309151,
Bad Sounds,Move into Me,https://www.last.fm/music/Bad+Sounds/_/Move+into+Me,33109,134853,
Druidess,Lavender,https://www.last.fm/music/Druidess/_/Lavender,91823,332570,
i wanna be a jack-o-lantern,dont forget her,https://www.last.fm/music/i+wanna+be+a+jack-o-lantern/_/dont+forget+her,52436,429345,
Nafeesisboujee,Hailey,https://www.last.fm/music/Nafeesisboujee/_/Hailey,25722,133512,
Destroy Boys,You Hear Yes,https://www.last.fm/music/Destroy+Boys/_/You+Hear+Yes,86175,483749,
Astels,Waste No Time,https://www.last.fm/music/astels/_/Waste+No+Time,10211,25334,
Vicky Sometani,calling out your love,https://www.last.fm/music/Vicky+Sometani/_/calling+out+your+love,9085,24865,
MilleniumKid,Vielleicht Vielleicht,https://www.last.fm/music/MilleniumKid/_/Vielleicht+Vielleicht,53772,620439,
Broken Back,Memories,https://www.last.fm/music/Broken+Back/_/Memories,1937,6459,
Jelani Aryeh,I'm in Love,https://www.last.fm/music/Jelani+Aryeh/_/I%27m+in+Love,76802,393090,
Royel Otis,Heading For The Door,https://www.last.fm/music/Royel+Otis/_/Heading+For+The+Door,60380,340854,
Caloncho,Superdeli,https://www.last.fm/music/Caloncho/_/Superdeli,6501,34883,
Reuben Bullock,Tie A String,https://www.last.fm/music/Reuben+Bullock/_/Tie+A+String,2639,8641,
Westwood,JUST TOUCHED DOWN,https://www.last.fm/music/Westwood/_/JUST+TOUCHED+DOWN,28589,134505,
The Japanese House,:),https://www.last.fm/music/The+Japanese+House/_/:),149941,967320,
BUBBLE TEA AND CIGARETTES,Room 907,https://www.last.fm/music/Bubble+Tea+and+Cigarettes/_/Room+907,78176,348497,
Kyle Hume,Suffocating,https://www.last.fm/music/Kyle+Hume/_/Suffocating,9224,54650,
Super Flu,We You - Adam Ten Remix,https://www.last.fm/music/Super+Flu/_/We+You+-+Adam+Ten+Remix,4077,12449,
RomancePlanet,ALONE IN THE DARK,https://www.last.fm/music/RomancePlanet/_/ALONE+IN+THE+DARK,35892,245858,
Wisp,I remember how your hands felt on mine,https://www.last.fm/music/Wisp/_/I+remember+how+your+hands+felt+on+mine,171810,1237074,
Mark Ambor,Our Way,https://www.last.fm/music/Mark+Ambor/_/Our+Way,45607,215422,
les,the day you left,https://www.last.fm/music/Les/_/the+day+you+left,65044,375868,
almost monday,sunburn,https://www.last.fm/music/Almost+Monday/_/sunburn,106000,639485,
Henry Morris,Taste of Metal,https://www.last.fm/music/Henry+Morris/_/Taste+of+Metal,47836,242979,
Malcolm Todd,On My Shoulder,https://www.last.fm/music/Malcolm+Todd/_/On+My+Shoulder,86384,722975,"pop, alternative, indie rock"
Derik Fein,Sun,https://www.last.fm/music/Derik+Fein/_/Sun,32525,201592,
BANNERS,Anywhere for You,https://www.last.fm/music/BANNERS/_/Anywhere+for+You,7196,28936,
Suki Waterhouse,Supersad,https://www.last.fm/music/Suki+Waterhouse/_/Supersad,162115,893475,
Clover!,Pretty Scene Girl!,https://www.last.fm/music/Clover%21/_/Pretty+Scene+Girl%21,168982,1712969,"electropop, euro-trance, hyperpop"
Fine,Days Incomplete,https://www.last.fm/music/Fine/_/Days+Incomplete,64238,228441,
Ike Dweck,Blood Runs Hot,https://www.last.fm/music/Ike+Dweck/_/Blood+Runs+Hot,6869,28601,
Michael Sanzone,HOME,https://www.last.fm/music/Michael+Sanzone/_/HOME,10848,61145,
6arelyhuman,DANCE! Till We Die,https://www.last.fm/music/6arelyhuman/_/DANCE%21+Till+We+Die,71386,745641,
The Hails,Stay,https://www.last.fm/music/The+Hails/_/Stay,151002,946037,
Billy Sharp,2013,https://www.last.fm/music/Billy+Sharp/_/2013,6139,15795,
beabadoobee,Girl Song,https://www.last.fm/music/beabadoobee/_/Girl+Song,204701,1770680,
Royel Otis,Claw Foot,https://www.last.fm/music/Royel+Otis/_/Claw+Foot,85872,316053,
Mattyeux,Sometimes,https://www.last.fm/music/Mattyeux/_/Sometimes,37484,223234,
DintleOnTheTrack,Lie,https://www.last.fm/music/DintleOnTheTrack/_/Lie,2,9,
Swordbearer,Make It (Come Truu),https://www.last.fm/music/Swordbearer/_/Make+It+(Come+Truu),1,2,
2t,הכל אני עם סאנשיין,https://www.last.fm/music/2t/_/%D7%94%D7%9B%D7%9C+%D7%90%D7%A0%D7%99+%D7%A2%D7%9D+%D7%A1%D7%90%D7%A0%D7%A9%D7%99%D7%99%D7%9F,2,4,
Ez Rah,Get Up,https://www.last.fm/music/EZ+RAH/_/Get+Up,3,4,
Bodikhuu,Knobs,https://www.last.fm/music/Bodikhuu/_/Knobs,25,48,
Lil Malice,Create a Buzz,https://www.last.fm/music/Lil+Malice/_/Create+a+Buzz,1,1,
Doseone,Boot Up,https://www.last.fm/music/Doseone/_/Boot+Up,27,106,
The BlackSon,Black City State of Mind,https://www.last.fm/music/The+Blackson/_/Black+City+State+of+Mind,2,2,
Flacko Finesse,Trying,https://www.last.fm/music/Flacko+Finesse/_/Trying,16,148,
TL Jones,No Chaser,https://www.last.fm/music/TL+Jones/_/No+Chaser,4,9,
Isaac DaBom,שיר לילד שלנו שעוד לא נולד,https://www.last.fm/music/Isaac+DaBom/_/%D7%A9%D7%99%D7%A8+%D7%9C%D7%99%D7%9C%D7%93+%D7%A9%D7%9C%D7%A0%D7%95+%D7%A9%D7%A2%D7%95%D7%93+%D7%9C%D7%90+%D7%A0%D7%95%D7%9C%D7%93,167,560,
Pce Bj,Spazz,https://www.last.fm/music/Pce+Bj/_/Spazz,1,1,
Optic Bloom,Root Down,https://www.last.fm/music/Optic+Bloom/_/Root+Down,17,41,
One Hunned,Off the Boat,https://www.last.fm/music/One+Hunned/_/Off+the+Boat,1,1,
Morale,Too Deep,https://www.last.fm/music/Morale/_/Too+Deep,1,1,
The B.L.U.N.T.E.D. Crew,Interlude (Intuit),https://www.last.fm/music/The+B.L.U.N.T.E.D.+Crew/_/Interlude+(Intuit),2,8,
KC Ortiz,Let Me Sign,https://www.last.fm/music/KC+Ortiz/_/Let+Me+Sign,7,13,
10cellphones,Take Risk,https://www.last.fm/music/10cellphones/_/Take+Risk,16,56,
Optic Bloom,See Me Love Me,https://www.last.fm/music/Optic+Bloom/_/See+Me+Love+Me,14,37,
ShrekDiMC,באנו לתקן - Acapella,https://www.last.fm/music/ShrekDiMC/_/%D7%91%D7%90%D7%A0%D7%95+%D7%9C%D7%AA%D7%A7%D7%9F+-+Acapella,2,2,
Smoke DZA,Smoked and Butchered - Instrumental,https://www.last.fm/music/Smoke+DZA/_/Smoked+and+Butchered+-+Instrumental,42,76,
Lizzo,Good as Hell - Bad Royale Remix,https://www.last.fm/music/Lizzo/_/Good+As+Hell+-+Bad+Royale+Remix,4480,11456,
Ironik,Tiny Dancer (Hold Me Closer),https://www.last.fm/music/Ironik/_/Tiny+Dancer+(Hold+Me+Closer),56658,163360,
C.W. Da YoungBlood,Me & My Glock Finna Match,https://www.last.fm/music/C.W.+Da+Youngblood/_/Me+&+My+Glock+Finna+Match,1,6,
YN,Do It Like Me,https://www.last.fm/music/Yn/_/Do+It+Like+Me,4,4,
Fygeludi,Nomau,https://www.last.fm/music/Fygeludi/_/Nomau,3,4,
Atila,Мысли о тебе,https://www.last.fm/music/Atila/_/%D0%9C%D1%8B%D1%81%D0%BB%D0%B8+%D0%BE+%D1%82%D0%B5%D0%B1%D0%B5,4,4,
Bad Balance,Киллер - SoN Remix,https://www.last.fm/music/Bad+Balance/_/%D0%9A%D0%B8%D0%BB%D0%BB%D0%B5%D1%80+-+SoN+Remix,2,4,
Hyu,Wow,https://www.last.fm/music/Hyu/_/Wow,3,3,
Jaya,Война,https://www.last.fm/music/Jaya/_/%D0%92%D0%BE%D0%B9%D0%BD%D0%B0,15,104,
Kookei,Dame Gretzky X Kookei (12:59),https://www.last.fm/music/Kookei/_/Dame+Gretzky+X+Kookei+(12:59),7,37,
Vinci,Tomorrow,https://www.last.fm/music/Vinci/_/Tomorrow,11,70,
Ironik,I Wanna Be Your Man,https://www.last.fm/music/Ironik/_/I+Wanna+Be+Your+Man,2600,15281,
Sophiegrophy,Interlude,https://www.last.fm/music/Sophiegrophy/_/Interlude,147,412,
YZH,死到临头,https://www.last.fm/music/Yzh/_/%E6%AD%BB%E5%88%B0%E4%B8%B4%E5%A4%B4,1,1,
Vojko V,Umoran,https://www.last.fm/music/Vojko+V/_/UMORAN,1471,7159,
Kongsted,Whine Dat,https://www.last.fm/music/Kongsted/_/Whine+Dat,8980,41533,
YFilla,Nu Era,https://www.last.fm/music/YFilla/_/Nu+Era,1,1,
Kymie,Drop It Down,https://www.last.fm/music/Kymie/_/Drop+It+Down,77,275,
Elemental,Priroda i društvo,https://www.last.fm/music/Elemental/_/Priroda+i+dru%C5%A1tvo,2760,20421,
Kilo,Where the devil cries,https://www.last.fm/music/Kilo/_/Where+the+devil+cries,4,4,
Killarmy,The Virus,https://www.last.fm/music/Killarmy/_/The+Virus,33,61,
Spectacular Diagnostics,can u feel it,https://www.last.fm/music/Spectacular+Diagnostics/_/Can+U+Feel+It,100,208,
8 Zipp,Watch Me Win,https://www.last.fm/music/8+Zipp/_/Watch+Me+Win,27,82,
Mervyn Obiero,Yam$,https://www.last.fm/music/Mervyn+Obiero/_/Yam$,2,6,
REMI,Psycho,https://www.last.fm/music/Remi/_/Psycho,1,4,
Pridenyyy,Dracik,https://www.last.fm/music/Pridenyyy/_/Dracik,5,5,
Rucorap,Déjame Quieto,https://www.last.fm/music/Rucorap/_/D%C3%A9jame+Quieto,1,1,
ШЕFF,Новою волной,https://www.last.fm/music/%D0%A8%D0%B5ff/_/%D0%9D%D0%BE%D0%B2%D0%BE%D1%8E+%D0%B2%D0%BE%D0%BB%D0%BD%D0%BE%D0%B9,11,16,
ШЕFF,Мой стайл,https://www.last.fm/music/%D0%A8%D0%B5ff/_/%D0%9C%D0%BE%D0%B9+%D1%81%D1%82%D0%B0%D0%B9%D0%BB,39,87,
AN TY,Cosmic,https://www.last.fm/music/AN+TY/_/Cosmic,3,5,
Adi Ulmansky,פתיח,https://www.last.fm/music/Adi+Ulmansky/_/%D7%A4%D7%AA%D7%99%D7%97,6,58,
Flo Rida,My House - 10k Islands Remix,https://www.last.fm/music/Flo+Rida/_/My+House+-+10k+Islands+Remix,300,913,
Cuz Lightyear,It's Been Awhile,https://www.last.fm/music/Cuz+Lightyear/_/It%27s+Been+Awhile,8,9,
Виталий Артист,ЗАЗ,https://www.last.fm/music/%D0%92%D0%B8%D1%82%D0%B0%D0%BB%D0%B8%D0%B9+%D0%90%D1%80%D1%82%D0%B8%D1%81%D1%82/_/%D0%97%D0%90%D0%97,31,73,
Omg Oumy Gueye,Omg la mifa,https://www.last.fm/music/Omg+Oumy+Gueye/_/Omg+la+mifa,1,1,
Blake Rules,Mad Cozy,https://www.last.fm/music/blake+rules/_/Mad+Cozy,21,63,
Dylan Raw,PROSPERITY,https://www.last.fm/music/Dylan+Raw/_/PROSPERITY,3,22,
Last Days,Same Nigga,https://www.last.fm/music/Last+Days/_/Same+Nigga,4,13,
Ofiri,כלב,https://www.last.fm/music/Ofiri/_/%D7%9B%D7%9C%D7%91,9,32,
Omarion,Steam,https://www.last.fm/music/Omarion/_/Steam,4836,13329,
austin fox 狐,the LAKE SHOW opener,https://www.last.fm/music/Austin+Fox+%E7%8B%90/_/The+LAKE+SHOW+opener,5,9,
Perry Porter,Questions,https://www.last.fm/music/Perry+Porter/_/Questions,13,32,
Pretty Ricky,Grind with Me,https://www.last.fm/music/Pretty+Ricky/_/Grind+With+Me,177451,813018,
UKNWN,Dime Piece,https://www.last.fm/music/Uknwn/_/Dime+Piece,58,261,
Thavius Beck,V Is For...,https://www.last.fm/music/Thavius+Beck/_/V+Is+For...,32,61,
JamarzOnMarz,Tomorrow - Radio Edit,https://www.last.fm/music/JamarzOnMarz/_/Tomorrow+-+Radio+Edit,2,5,
Kracbone,Titi Katitira,https://www.last.fm/music/Kracbone/_/Titi+Katitira,1,1,
Theophilus London,Smoke Dancehall,https://www.last.fm/music/Theophilus+London/_/Smoke+Dancehall,7433,23466,
Kirko Bangz,Keep It Trill,https://www.last.fm/music/Kirko+Bangz/_/Keep+It+Trill,7001,31047,
Slimm,Heel Ver,https://www.last.fm/music/Slimm/_/Heel+Ver,1,5,
B.D. Foxmoor,Se Perimena Iaveri,https://www.last.fm/music/B.D.+Foxmoor/_/Se+Perimena+Iaveri,2,2,
CMDWN,MVP,https://www.last.fm/music/CMDWN/_/MVP,147,848,
King Macarella,Kmrf,https://www.last.fm/music/King+Macarella/_/Kmrf,3,7,
Ice One,Marte attacca,https://www.last.fm/music/Ice+One/_/Marte+attacca,3,3,
Lucativa,Benzos,https://www.last.fm/music/Lucativa/_/Benzos,2,3,
UKNWN,Twins,https://www.last.fm/music/Uknwn/_/Twins,78,336,
Hudson Mohawke,Pushin The Levels,https://www.last.fm/music/Hudson+Mohawke/_/Pushin+The+Levels,3373,7382,
ALTERVERS,Thin Ice,https://www.last.fm/music/ALTERVERS/_/Thin+Ice,2,5,
Dyyo,..Raspberry.. - Live,https://www.last.fm/music/Dyyo/_/..Raspberry..+-+Live,12,33,
Oriole,Millenials (So It Goes),https://www.last.fm/music/Oriole/_/Millenials+(So+It+Goes),1,1,
СiРОП,Хватит (Скит),https://www.last.fm/music/%D0%A1i%D1%80%D0%BE%D0%BF/_/%D0%A5%D0%B2%D0%B0%D1%82%D0%B8%D1%82+(%D1%81%D0%BA%D0%B8%D1%82),2,5,
Isaiah Toothtaker,Life Is Great,https://www.last.fm/music/Isaiah+Toothtaker/_/Life+Is+Great,1,1,
Lil Malice,Rock Star,https://www.last.fm/music/Lil+Malice/_/Rock+Star,1,1,
UKNWN,Bussdown,https://www.last.fm/music/Uknwn/_/Bussdown,511,2116,
Jay Cinema,Outta Reach,https://www.last.fm/music/Jay+Cinema/_/Outta+Reach,49,94,
Dosh,Summertime Time - Lucky Paul Remix,https://www.last.fm/music/Dosh/_/Summertime+Time+-+Lucky+Paul+Remix,9,10,
Bruce Banna,Lost Hope,https://www.last.fm/music/Bruce+Banna/_/Lost+Hope,2,6,
Bigg Nugg,Stay in My Lane,https://www.last.fm/music/Bigg+Nugg/_/Stay+in+My+Lane,3,3,
Craic Boi Mental,I Was Depressed Before It Became Popular,https://www.last.fm/music/Craic+Boi+Mental/_/I+Was+Depressed+Before+It+Became+Popular,54,172,
Wasaru,California - Screen Djeh Remix,https://www.last.fm/music/Wasaru/_/California+-+Screen+Djeh+Remix,13,27,
Gil Scott-Heron,Winter In America,https://www.last.fm/music/Gil+Scott-Heron/_/Winter+in+America,33126,103464,
Playbwoi Tha Great,Come Over,https://www.last.fm/music/Playbwoi+Tha+Great/_/Come+Over,4,4,
Spectacular Diagnostics,The Beacon,https://www.last.fm/music/Spectacular+Diagnostics/_/the+beacon,4,4,
Da Youngsta's,The Aftermath,https://www.last.fm/music/Da+Youngsta%27s/_/The+Aftermath,84,216,
Duckman,Miss You,https://www.last.fm/music/Duckman/_/Miss+You,6,6,
Chip Charlez,HARD,https://www.last.fm/music/Chip+Charlez/_/HARD,11,32,
Connis,Apostrophes - Mixed,https://www.last.fm/music/Connis/_/Apostrophes+-+Mixed,31,38,
Young Ellens,Hot Boy Summer,https://www.last.fm/music/Young+Ellens/_/Hot+Boy+Summer,526,4393,
Steph Kapela,In the Booth,https://www.last.fm/music/Steph+Kapela/_/In+the+Booth,8,17,
Ben Jones,Space,https://www.last.fm/music/Ben+Jones/_/Space,1,17,
Frankie Simone,Slow It Down,https://www.last.fm/music/Frankie+Simone/_/Slow+It+Down,98,318,
Cam Meekins,Lipgloss (Interlude),https://www.last.fm/music/Cam+Meekins/_/Lipgloss+(Interlude),9,32,
Ramson Badbonez,Knock Knock,https://www.last.fm/music/Ramson+Badbonez/_/Knock+Knock,251,664,
Kydd Jones,Way Up,https://www.last.fm/music/Kydd+Jones/_/Way+Up,154,377,
Tori Fixx,Climb the Wall 2.2 - Larry Peace Mix,https://www.last.fm/music/Tori+Fixx/_/Climb+the+Wall+2.2+-+Larry+Peace+Mix,1,1,
Nati Hassid,מרתון,https://www.last.fm/music/Nati+Hassid/_/%D7%9E%D7%A8%D7%AA%D7%95%D7%9F,7,28,
Nazar,Teil 31 - Mich kriegt ihr nicht,https://www.last.fm/music/Nazar/_/Teil+31+-+Mich+kriegt+ihr+nicht,3,4,
Mista LT,All About You (Bonus Tracc),https://www.last.fm/music/Mista+LT/_/All+About+You+(Bonus+Tracc),1,2,
Ricca Razor Sharp,"30,029 Days","https://www.last.fm/music/Ricca+Razor+Sharp/_/30,029+Days",1,2,
Nazar,Teil 66 - Mich kriegt ihr nicht,https://www.last.fm/music/Nazar/_/Teil+66+-+Mich+kriegt+ihr+nicht,3,4,
Atila,Принц (Prod. by BlackSurfer),https://www.last.fm/music/Atila/_/%D0%9F%D1%80%D0%B8%D0%BD%D1%86+(Prod.+by+BlackSurfer),5,6,
2t,נעימות,https://www.last.fm/music/2t/_/%D7%A0%D7%A2%D7%99%D7%9E%D7%95%D7%AA,2,27,
Sunno Music,Go Corona,https://www.last.fm/music/Sunno+Music/_/Go+Corona,1,1,
Theophilus London,Lighthouse,https://www.last.fm/music/Theophilus+London/_/Lighthouse,14967,55705,
Preme Dibiasi,Faith,https://www.last.fm/music/Preme+Dibiasi/_/Faith,2,6,
Dwalk,Bigger Question,https://www.last.fm/music/Dwalk/_/Bigger+Question,7,78,
Oriole,Grateful,https://www.last.fm/music/Oriole/_/Grateful,13,22,
Jairzinho,Ariël,https://www.last.fm/music/Jairzinho/_/Ari%C3%ABl,196,836,
Spectacular Diagnostics,peacocking,https://www.last.fm/music/Spectacular+Diagnostics/_/Peacocking,97,195,
"Royce Da 5'9""",A Black Man's Favorite Shoe - Skit,https://www.last.fm/music/Royce+da+5%279%22/_/A+Black+Man%27s+Favorite+Shoe+-+Skit,43,71,
Harm Franklin,Blue Mountain Dew,https://www.last.fm/music/Harm+Franklin/_/Blue+Mountain+Dew,117,538,
Rucorap,Money Trouble,https://www.last.fm/music/Rucorap/_/Money+Trouble,2,2,
Micall Parknsun,Straight out Tha Bag,https://www.last.fm/music/Micall+Parknsun/_/Straight+out+Tha+Bag,8,8,
PLEASEBENiCE,Life So Beautiful,https://www.last.fm/music/PLEASEBENiCE/_/Life+So+Beautiful,4,6,
Eedris Abdulkareem,Oko Omoge,https://www.last.fm/music/Eedris+Abdulkareem/_/Oko+Omoge,486,838,
Mace the Great,Deep End,https://www.last.fm/music/Mace+the+Great/_/Deep+End,5,24,
Subliminal,בדיוק כשחשבתם שהכל נגמר - Instrumental - Remastered,https://www.last.fm/music/Subliminal/_/%D7%91%D7%93%D7%99%D7%95%D7%A7+%D7%9B%D7%A9%D7%97%D7%A9%D7%91%D7%AA%D7%9D+%D7%A9%D7%94%D7%9B%D7%9C+%D7%A0%D7%92%D7%9E%D7%A8+-+Instrumental+-+Remastered,2,3,
Виталий Артист,Культовый,https://www.last.fm/music/%D0%92%D0%B8%D1%82%D0%B0%D0%BB%D0%B8%D0%B9+%D0%90%D1%80%D1%82%D0%B8%D1%81%D1%82/_/%D0%9A%D1%83%D0%BB%D1%8C%D1%82%D0%BE%D0%B2%D1%8B%D0%B9,34,127,
Boity,Six Plus Four,https://www.last.fm/music/Boity/_/Six+Plus+Four,19,86,
Baby Brown,Pull Up - Moombahtrap Version,https://www.last.fm/music/Baby+Brown/_/Pull+Up+-+Moombahtrap+Version,21,51,
P4TTY,NUMBER ONE,https://www.last.fm/music/P4TTY/_/NUMBER+ONE,1,1,
PLEASEBENiCE,I Love You So Much! Aka This Isn't An Outro,https://www.last.fm/music/PLEASEBENiCE/_/I+Love+You+So+Much%21+Aka+This+Isn%27t+An+Outro,3,5,
Pce Bj,Chase A Bag,https://www.last.fm/music/Pce+Bj/_/Chase+A+Bag,1,1,
Def ILL,Bessa ois nix - Instrumental,https://www.last.fm/music/Def+Ill/_/Bessa+ois+nix+-+Instrumental,3,29,
Ramson Badbonez,Silva Surfa's in Town,https://www.last.fm/music/Ramson+Badbonez/_/Silva+Surfa%27s+in+Town,153,343,
Kid Jallow,Wuzi,https://www.last.fm/music/Kid+Jallow/_/Wuzi,83,341,
Alexander Padei,New Normal,https://www.last.fm/music/Alexander+Padei/_/New+Normal,2,14,
Pyro,Butterflies,https://www.last.fm/music/Pyro/_/Butterflies,2,2,
Blake Rules,Good,https://www.last.fm/music/blake+rules/_/Good,11,53,
Landro,Bankrupt,https://www.last.fm/music/Landro/_/Bankrupt,65,134,
Theophilus London,I Stand Alone,https://www.last.fm/music/Theophilus+London/_/I+Stand+Alone,70927,303223,
Optic Bloom,Can't Get Rid of Us,https://www.last.fm/music/Optic+Bloom/_/Can%27t+Get+Rid+of+Us,19,41,
Vneumicky,Michael Haze - Modrej Bong,https://www.last.fm/music/Vneumicky/_/Michael+Haze+-+Modrej+Bong,10,11,
Landro,Avantgarde,https://www.last.fm/music/Landro/_/Avantgarde,6,9,
Silentó,Issa Vibe,https://www.last.fm/music/Silent%C3%B3/_/Issa+Vibe,84,1489,
Craic Boi Mental,Chunky Kit Kat,https://www.last.fm/music/Craic+Boi+Mental/_/Chunky+Kit+Kat,42,132,
Ice One,Pizzaboy,https://www.last.fm/music/Ice+One/_/Pizzaboy,9,21,
Pungwe Sessions,Intro (feat. Rymez and Cde Ndamburanduwe),https://www.last.fm/music/Pungwe+Sessions/_/Intro+(feat.+Rymez+and+Cde+Ndamburanduwe),1,1,
DintleOnTheTrack,False Hope,https://www.last.fm/music/DintleOnTheTrack/_/False+Hope,1,2,
Jane De La Cruz,Ciervos del Pantano,https://www.last.fm/music/Jane+De+La+Cruz/_/Ciervos+del+Pantano,4,6,
Ty-Mazin',Mobile,https://www.last.fm/music/Ty-Mazin%27/_/Mobile,1,1,
Rucorap,Banquete,https://www.last.fm/music/Rucorap/_/Banquete,2,2,
Red Shaydez,Living Single,https://www.last.fm/music/Red+Shaydez/_/Living+Single,7,8,
Swordbearer,Az Freestyle,https://www.last.fm/music/Swordbearer/_/Az+Freestyle,3,3,
Subliminal,המקום המושלם - Instrumental - Remastered,https://www.last.fm/music/Subliminal/_/%D7%94%D7%9E%D7%A7%D7%95%D7%9D+%D7%94%D7%9E%D7%95%D7%A9%D7%9C%D7%9D+-+Instrumental+-+Remastered,1,1,
UKNWN,Bussdown,https://www.last.fm/music/Uknwn/_/Bussdown,511,2116,
Allyawan,120 mil,https://www.last.fm/music/Allyawan/_/120+mil,79,288,
BACCI,WIDDIT,https://www.last.fm/music/Bacci/_/Widdit,2,2,
Nazar,Teil 76 - Mich kriegt ihr nicht,https://www.last.fm/music/Nazar/_/Teil+76+-+Mich+kriegt+ihr+nicht,2,2,
Micall Parknsun,New Get It Now,https://www.last.fm/music/Micall+Parknsun/_/New+Get+It+Now,9,15,
Dk Thakur,Bhole Ka Haridwar,https://www.last.fm/music/Dk+Thakur/_/Bhole+Ka+Haridwar,2,2,
ШЕFF,Я рисую,https://www.last.fm/music/%D0%A8%D0%B5ff/_/%D0%AF+%D1%80%D0%B8%D1%81%D1%83%D1%8E,29,54,
ШЕFF,Валов,https://www.last.fm/music/%D0%A8%D0%B5ff/_/%D0%92%D0%B0%D0%BB%D0%BE%D0%B2,23,34,
Dave B.,Worthy,https://www.last.fm/music/Dave+B./_/Worthy,920,1662,
Białas,Skit 3,https://www.last.fm/music/Bia%C5%82as/_/Skit+3,39,164,
Chip Charlez,ROOD BLOED,https://www.last.fm/music/Chip+Charlez/_/Rood+Bloed,82,205,
Abitola,Real G,https://www.last.fm/music/ABITOLA/_/Real+G,1,1,
Arafat,This Level,https://www.last.fm/music/Arafat/_/This+Level,2,2,
Camb,What's Next?,https://www.last.fm/music/CamB/_/What%27s+Next%3F,2,3,
Jayval Green,Bail Plan,https://www.last.fm/music/Jayval+Green/_/Bail+Plan,1,2,
Chavo Frate,AOK,https://www.last.fm/music/Chavo+Frate/_/AOK,2,15,
Chip Charlez,WAKKA,https://www.last.fm/music/Chip+Charlez/_/WAKKA,437,2619,
Controller 7,Recckio's - Instrumental,https://www.last.fm/music/Controller+7/_/Recckio%27s+-+Instrumental,4,5,
Blake Rules,All My Friends Are Gay,https://www.last.fm/music/blake+rules/_/All+My+Friends+Are+Gay,51,120,
Jayval Green,Bangkok.,https://www.last.fm/music/Jayval+Green/_/Bangkok.,4,7,
Mista LT,Gold Digga,https://www.last.fm/music/Mista+LT/_/Gold+Digga,1,1,
Jairzinho,Ariël,https://www.last.fm/music/Jairzinho/_/Ari%C3%ABl,196,836,
G.T.,Half Crazy,https://www.last.fm/music/G.T./_/Half+Crazy,302,1157,
Nazar,Teil 52 - Mich kriegt ihr nicht,https://www.last.fm/music/Nazar/_/Teil+52+-+Mich+kriegt+ihr+nicht,2,2,
Lorde Fredd33,Reparations,https://www.last.fm/music/Lorde+Fredd33/_/Reparations,649,1689,
Farsea,Shabake,https://www.last.fm/music/Farsea/_/Shabake,3,3,
P4TTY,profit,https://www.last.fm/music/P4TTY/_/profit,1,1,
Jayval Green,Legendary,https://www.last.fm/music/Jayval+Green/_/Legendary,3,6,
One Hunned,I Eat Lobsters,https://www.last.fm/music/One+Hunned/_/I+Eat+Lobsters,2,4,
Jairzinho,Ariël,https://www.last.fm/music/Jairzinho/_/Ari%C3%ABl,196,836,
austin fox 狐,put more arch in yo spine,https://www.last.fm/music/Austin+Fox+%E7%8B%90/_/Put+More+Arch+In+Yo+Spine,1,1,
Tony Bontana,Kray4Black Interlude,https://www.last.fm/music/Tony+Bontana/_/Kray4Black+Interlude,3,10,
TNO,IYKYK,https://www.last.fm/music/TNO/_/IYKYK,1,125,
Pungwe Sessions,Comrade Ndambura Nduwe (feat. Rymez and Cde Ndamburanduwe),https://www.last.fm/music/Pungwe+Sessions/_/Comrade+Ndambura+Nduwe+(feat.+Rymez+and+Cde+Ndamburanduwe),1,1,
Lil Quilla,228 Takeover,https://www.last.fm/music/Lil+Quilla/_/228+Takeover,5,10,
Arzu,Вспоминаю,https://www.last.fm/music/Arzu/_/%D0%92%D1%81%D0%BF%D0%BE%D0%BC%D0%B8%D0%BD%D0%B0%D1%8E,7,9,
Mo Money,Midnight,https://www.last.fm/music/Mo+Money/_/Midnight,16,55,
