track,genero,tags
"yes, and?",pop,dance
"yes, and?",pop,House
"yes, and?",pop,House
"yes, and?",pop,VOGUE
"yes, and?",pop,VOGUE
"Yet To Come",pop,test
"Yet To Come",pop,Korean
"Yet To Come",pop,hiphop
"Yet To Come",pop,bts
"Yo No Soy Celoso",latin,"Bossa Nova"
"Yo No Soy Celoso",latin,Reggaeton
Yonaguni,latin,j-pop
Yonaguni,latin,Reggaeton
"You & Me",pop,dance
"You & Me",pop,english
"You and I",indie,"Post-punk revival"
"You and I",indie,"Post-punk revival"
"You and I",indie,"love at first listen"
"You and I",indie,"love at first listen"
"You Belong With Me (Taylor’s Version)",pop,overrated
"You Belong With Me (Taylor’s Version)",pop,country
"You're All I Want",indie,Lo-Fi
"You're All I Want",indie,"dream pop"
"You're All I Want",indie,shoegaze
"You're Not Gone, You're Just Dead!",indie,post-rock
"You're Not Gone, You're Just Dead!",indie,aggressive
"You're Not Gone, You're Just Dead!",indie,Post-Metal
"You're Not Gone, You're Just Dead!",indie,"alternative metal"
"You're Not Gone, You're Just Dead!",indie,alternative
"You’re here that’s the thing",indie,guitar
"You’re here that’s the thing",indie,"easy listening"
"You’re here that’s the thing",indie,Love
"You’re here that’s the thing",indie,alternative
"Your Eyes Only",pop,Korean
"Your Eyes Only",pop,enhy_do_lian
"Your Eyes Only",pop,musica_do_lian
"Your eyes tell",pop,jungkook
"Your eyes tell",pop,Ballad
"Your eyes tell",pop,japanese
"Your face",indie,melancholy
"Your face",indie,"dream pop"
"Your face",indie,wisp
"Your face",indie,zoomergaze
"Your face",indie,shoegaze
Yuck,pop,Disco
Yuck,pop,rnb
Yuck,pop,"love at first listen"
Zero,pop,"coca cola"
Zero,pop,"Drum and bass"
"zombie girl",indie,beautiful
"zombie girl",indie,folk
"zombie girl",indie,singer-songwriter
"해야 (HEYA)",pop,scat
"해야 (HEYA)",pop,"dem jointz"
"해야 (HEYA)",pop,"I AM LOOKING AT IT"
アイドル,pop,idol
アイドル,pop,anime
アイドル,pop,japanese
アイドル,pop,anime
アイドル,pop,japanese
アイドル,pop,idol
"メズマライザー (feat. 初音ミク&重音テト)",pop,electronic
"メズマライザー (feat. 初音ミク&重音テト)",pop,dubstep
"メズマライザー (feat. 初音ミク&重音テト)",pop,japanese
"メズマライザー (feat. 初音ミク&重音テト)",pop,vocaloid
勇者,pop,japanese
勇者,pop,anime
勇者,pop,japanese
勇者,pop,anime
夜に駆ける,pop,"alternative rock"
夜に駆ける,pop,yakousei
夜に駆ける,pop,rock
怪物,pop,WEEB
怪物,pop,WEEB
怪物,pop,Energetic
怪物,pop,Energetic
怪物,pop,anime
怪物,pop,japanese
怪物,pop,japanese
怪物,pop,anime
紅蓮華,pop,anime
紅蓮華,pop,J-rock
紅蓮華,pop,rock
