artist_id,artist_popularity,artist_followers,artist_genres
3qUrABCNqnkb5gc2YmPVzP,56,272496,indie
0OS0NZnK7TGIAWx8MkWNFN,67,1302083,"punjabi pop, punjabi hip hop, bhangra, desi"
2ycnb8Er79LoH2AsR5ldjh,71,2265184,"synthpop, new wave"
714BxIYCFvSENkMWlaCwfi,20,4053,
1RKbW3DVPPhWHNfParfJ32,48,48354,acoustic pop
3Zs59sqZJ6fWQqWbRC8bOP,58,246206,
1m4KDTCtGzbN9Q09g7uXwn,43,29332,
1PeS3QND0gDk8tLtyQg4NL,49,35919,latin afrobeats
0YIhVMmaboWI25NVbZRkmo,57,557086,"flamenco, flamenco pop"
1tMWkquIkQtVD6vaZlDbSQ,47,79497,flamenco urbano
4eq1q0o9XPyNq9RG3fNDD1,75,247764,
01WzyfcDKX94myMXnGfU4N,63,69275,
5yyf4YDCKGaa71SC7KRw2L,43,41534,"k-pop, noise music"
6OW42Eluu7OEDdU898ZE6e,1,327,
2ISJBMEDMK28TnhuQcIBqK,0,7,
1KR4mZ0mbC8ATQFqljUR6k,38,9587,
37UACiDcdzEYii0iU0QpAf,52,423897,dembow
5RmQ8k4l3HZ8JoPb4mNsML,76,15803413,"k-pop, k-rap"
5xwUcLP72gk4mH0CtUVojj,4,2683,experimental hip hop
0NswlnGI3k9W3MHn5dEjdw,28,2969,
2BVE7Pqd8kxv9xEsuvoJoE,59,150275,
4a0IBiTrgmIVogXUrpFcbN,22,1783,
1uiEZYehlNivdK3iQyAbye,66,1371674,indie soul
5wUO3A6DT4tO5UDz21kE2Y,64,1726135,"trap latino, latin hip hop"
0KMw0OgYPWlF3hgQGY0VTT,34,4573,
5XKFrudbV4IiuE5WuTPRmT,74,1958409,
0s8A6buwPW2SCvxAePXrfg,1,361,underground hip hop
5L0QMeigP4hG0iVXspQVid,41,2658,bossa nova
73rPcaYEhBd0UuVZBqqyQJ,58,265575,
6roGjVKhwDsDJLF1XFGD9w,9,1838,"acid rock, psychedelic rock"
6OBGbSaBUvQtk9wpQfDbOE,75,9173334,"latin folk, mexican indie"
4YU7oWQY1EZzkkMVK4dJHm,55,16781,bolero
5V9JsrZb5RjuvbzvJsA5gp,34,10783,
3tzacGOmngxUV8W8lU9h3Q,63,556715,"cumbia, cuarteto"
2rmkQLzj0k4nZdQehOUByO,78,5758960,"corrido, corridos tumbados, corridos bélicos, música mexicana"
0OEYE03fBF2VoTBxGuaUxL,63,376311,
0BovidHLtM9n55WXWkApK9,60,86433,
6mkRgafSHF30Dr2wEch4YU,58,68661,"argentine trap, trap, techengue"
06TVTkMAOR935MhkjX0i2A,62,1047953,"bachata, merengue"
510KMvFgSNzf0nbpX5WmmE,0,9,
3J1MhhyXLJRNRZVrx11Lbf,63,582815,drill
71o2qG4Qam85pPaPlw4zhN,56,34651,folk pop
3LZZPxNDGDFVSIPqf4JuEf,74,5041649,
7aRC4L63dBn3CiLDuWaLSI,67,3613792,"mandopop, c-pop, cantopop, taiwanese pop, gufeng"
6EccJ35CWx5DmzQb47iWN1,16,1113,
2yLzlEFtIS0Q9UkyBZdQA7,79,1785775,
1i8SpTcr7yvPOmcqrbnVXY,89,39890719,"reggaeton, trap latino, latin, urbano latino"
3BCJyAgxvYyeIjQyoBU8XL,46,81486,"mizrahi, anti-folk"
50OApTJurDusIo9dGTqSU4,65,269235,french indie pop
2HHmvvSQ44ePDH7IKVzgK0,60,990604,french pop
1g3dAnqp218LiNN9ng5dIh,50,91426,"french indie pop, french pop"
4aCzIdK4ystmbXSZVyVrSG,53,193617,shoegaze
0zjSw08VFI2IZBArhMZjLx,0,22,
2AcUPzkVWo81vumdzeLLRN,64,717823,
1r3tpVQ08jFAA2P4xzV5o4,59,164860,
5zDVnUun4YSqFlbGk0W1kZ,54,11348,"neoperreo, reggaeton chileno, chilean trap"
5kcyonAHucrjEOEF5j3bJT,5,120,
6zEkJebB8dCxTGyvyYa8FA,52,26801,"chinese r&b, mandopop, c-pop"
5GMh916OBdIZ5EuwZ2Kbxu,0,1,
4Q6nIcaBED8qUel8bBx6Cr,70,1269533,
0elWFr7TW8piilVRYJUe4P,86,22824526,"corridos tumbados, corrido, corridos bélicos, sierreño, sad sierreño, electro corridos, música mexicana, banda"
75dQReiBOHN37fQgWQrIAJ,55,665378,
2dd5mrQZvg6SmahdgVKDzh,65,1860342,k-pop
3qQ6mF4KyHTuOLcZjunAD4,24,6204,"italo disco, indie dance"
6rRTrEHzGSDqhmFJQrNFMO,58,113835,indie
5H1nN1SzW0qNeUEZvuXjAj,81,6714758,reggaeton
1xVcjJ5YsYOClO2Unt3Rm8,42,121814,
08gNAFiueHW9qZx5Gm7I9A,40,7980,"flamenco, flamenco pop"
6aLdhHUqgdKE86xbtNmY8g,63,1365038,"k-rap, k-pop, k-ballad"
6WyIBfeJIvg5bYY0GRFZwi,48,5542,
6lUWb46h9Y8H8cqpW3i0pc,29,2099,dancehall
2RcwBn7g6BLtKlwX2R1kuI,0,0,
6dexNK5MjEL8UvmA5MjSgg,57,1770813,"vallenato, colombian pop"
5pVoWw1i7jaJS4Kk2PdefJ,5,539,
4pcfFC9isxezJyTwbV1nIp,42,54988,neo soul
4JtUybFExZ5dbq3GyYwRE5,53,262252,salsa
1IDwiBA0xlOSTzhh7fw03s,0,0,
6nU9Rg6157nS2p7zUfZJ6p,47,156239,manele
7Lq3yAtwi0Z7zpxEwbQQNZ,54,1071816,k-pop
1DLrhgKEsP9M64oMmboEPz,17,9778,nu jazz
7vWUQcdfwm0m7fL70IW9Z0,8,955,west coast hip hop
2fsk4VlJdNF6G8cCMDrrzB,64,34669,
0nsS3uyzOBvtlRaHp41D13,39,16433,"flamenco, flamenco urbano, flamenco pop"
1VZCVpiKeCzXxyAACiCRLX,30,364,"flamenco, flamenco urbano"
4Ly0KABsxlx4fNj63zJTrF,67,1107784,
32cxkkzCHntC7KY72NOyHD,56,139108,"hyperpop, nightcore"
04jivE3Ek7Xu8WSGVmEqUn,51,800662,
4IMAo2UQchVFyPH24PAjUs,74,4517253,"reggaeton, urbano latino"
2cSZwherHAASXofK9ZFK2A,41,6474,
3PprFzgHyFWsq1Px95lxOr,32,248,flamenco
1mY66135CEOJg0KTwDIk4N,53,75248,folk pop
7t28EzB0lJ6Go5RnOwYFNS,1,22,
7dlqUnjoF2U2DkNDMhcgG4,65,976808,
25wJIQQ5H1PgKHQbpN4o8U,14,762,
5ZMwoAjeDtLJ0XRwRTgaK8,60,395719,"nu jazz, trip hop, downtempo, electrocumbia, latin alternative"
5xhQRvvr6V7zoQn5MPNZfJ,62,113377,
7rQIIgciEVHr3f4x7PT2X6,0,0,
5mc36WYp22b435SiQGCvQ7,0,65,
6YVMFz59CuY7ngCxTxjpxE,79,10236773,k-pop
0dUyjgCyjfj5eMx6bX2TWf,66,1732640,argentine trap
5JZ7CnR6gTvEMKX4g70Amv,76,6903068,
3rxZNKt0FzxfoqcDC5dYpi,24,1581,
2rwLjVHS15sfzciKXXNbgA,68,971754,"salsa, merengue"
7Iz5t3KpNWPtB2uB2YyeN6,64,93244,
4Ge8xMJNwt6EEXOzVXju9a,66,678606,art pop
2KzDiaFgcmY6XiorW0q4hR,1,259,
4MMb0GlV8t7YcE0dUuxN83,28,1693,
1CdciicqfwfLZgGYBrPYlB,0,2,
6KCrFHgb9jr4WiBe97JDvr,0,1,
1z4g3DjTBBZKhvAroFlhOM,70,9668860,k-pop
6Ui2g7TQYMXfQP7OLtDVRR,8,526,
4ULUpM5hJYKWhWdIViYrGK,52,102066,hyperpop
2p4aN0Uxkk3iT3HK0cJ2cJ,72,1686896,"dembow, neoperreo"
4ueh4hmRvt62k4BgP8dIS0,67,173272,"french pop, french indie pop"
46dxD5cIrBqD171NQ84rVz,38,3183,
0DoNSZa1R1DV69oY1djlbf,54,107991,
4LyGCVZ22bGCY4BaW04Uyl,60,33494,reggaeton
1GmsPCcpKgF9OhlNXjOsbS,78,1700482,
2rLGlNI6htigNxx172qxLu,63,202551,hyperpop
7JivS2YOCfCKfjRcsbS08u,34,6400,
4aej3kKLxSLM0WauTSfZ7k,44,37536,
3qnGvpP8Yth1AqSBMqON5x,75,1970760,retro soul
35RvGPQ1OxbEZknWyiaAcs,56,122871,indie soul
0MqIfXyd1cxF5dUJwzaw9F,35,7287,
2auC28zjQyVTsiZKNgPRGs,74,17975653,"k-pop, k-rap"
3VmfDmVdwWG8h7e6psVjfM,50,19216,
1maNTaIZSwGov0ogXWNwCb,41,17366,indie folk
6KZqNo012bWnbPCSvBqKN2,51,207697,"latin pop, merengue, latin, colombian pop"
1uj8EOCKAXn4w2TR7CVnQb,62,18449,"bossa nova, lounge"
0NlNru2YcUz6RbnpYGQz26,76,1364697,"corrido, corridos tumbados, corridos bélicos, música mexicana"
72NhFAGG5Pt91VbheJeEPG,72,635786,"hyperpop, electroclash"
0djjs12DIyGao3E0wn8qFN,0,81,
4F4pp8NUW08JuXwnoxglpN,74,2252269,neoperreo
2Y7amh9m52OEj67M3gNDCX,36,39160,"east coast hip hop, boom bap, old school hip hop"
3u50Zfk1E0uxAbFwDIEqof,46,13712,"darkwave, post-punk, cold wave"
6aMMIWcTjYfYFpr9MyugmX,1,648,
3zmfs9cQwzJl575W1ZYXeT,71,2392037,"bedroom pop, indie pop"
2uvY5pgdD9t1CZ5zMNw1rl,52,294951,ambient folk
6JsrjJFX8CAAI8AjLprKXG,46,4659,timba
5oOfBdgFNJTDLVEVEJ3A1x,27,300,
6tzRZ39aZlNqlUzQlkuhDV,69,4412916,"brazilian pop, funk pop, tecnobrega"
1Pf4laSttup4Nd1itUUqV3,44,1196,
06knYh538h5SI7OAEF8ek3,45,72428,
6aQfrWHwAcuY8IYItbChZh,71,992304,"punjabi hip hop, punjabi pop, desi, bhangra, desi hip hop"
2HGAZDmVV3GAH4XFAZdvSG,51,131243,french indie pop
0nZi35gC9oUvfWsegp9VVr,53,46249,"guaracha, electronica"
2Di8r9df6xjyj6CVOqbGVz,61,47837,"chicago house, acid house, house"
0huGjMyP507tBCARyzSkrv,65,2123317,
1wDJCfq2czRJRxh4TT8Ghp,0,146,
4OjT4aZHr6PZH2K2P6uK4j,40,7083,
2WDBJu7OFfEFPtGGXaE0aq,0,293,
6x8Gx0QsD24sAezBuKzXoA,30,2745,mizrahi
422Vo1v0NaW7ZVU8EwvhKW,54,86516,
6ctTjvkC1Ykl75igE1rjAp,4,713,
6mzs66iVW15C5iLt0JLt41,55,58733,
1viwLnZpOs9iGIe3PP3aoJ,45,26774,
0wf8Rn6bjZgEkKp0eV9omw,60,35553,"bossa nova, lounge"
1W9XjIEaekxBUns5CSww6O,10,617,
6SsTlCsuCYleNza6xGwynu,57,146455,swedish pop
3wyVrVrFCkukjdVIdirGVY,64,7573083,
5Fb5kgAv9CcG6ItxyyI5Tc,2,616,
7ciBW1p3KBsYIkFk4UmwS8,54,80799,reggaeton
5LGo1zHegJTWzqVXgeNplt,63,468103,
2DcyVW3NODyPN8WqkLqQx5,0,388,
3xGlLcG9CUrs5MvFkSLOS5,64,2304479,concerto
3boSqy30OQ3ES9e3UJb6Up,43,20256,
5deZ9qTO8m34JU0nJqMpRy,0,24,dancehall
6pV5zH2LzjOUHaAvENdMMa,86,5209770,"corrido, corridos tumbados, corridos bélicos, electro corridos, dembow belico"
4e0nWw2r4BoQSKPQ2zpU13,73,141892,
6XkjpgcEsYab502Vr1bBeW,86,7873704,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, tejano, ranchera"
77HHLutdxgyNuKMG1YJTgZ,0,3,
099J9XcZ0A8kXtBANb5WCs,60,32382,retro soul
5DUlefCLzVRzNWaNURTFpK,68,4115240,"colombian pop, pop urbano"
5c8ZR64evQ00Spl73s76fo,73,1714276,"corrido, corridos tumbados, corridos bélicos"
05k3uSz8dyKtbllIY988Ip,51,90547,"bolero, mexican indie"
432wkHSzPV1QWA9A9Ioz6h,46,30797,
26j38hvhD7PjC0a4EqdaSn,49,32144,
2WfB0Bk820fqLRukx9WIBU,0,72,
2MQN1o9W3ULxdT38vj8g4Q,63,510639,"hyperpop, jersey club"
4akj4uteQQrrGxhX9Rjuyf,51,295570,"old school hip hop, east coast hip hop"
5S68VYXiXt6oq30pKqQAuV,45,39677,
2t9yJDJIEtvPmr2iRIdqBf,58,397443,indie folk
35l9BRT7MXmM8bv2WDQiyB,81,6889252,bedroom pop
163tK9Wjr9P9DmM0AVK7lm,81,10668557,
3U6SSz08pKggH9YVWXVyqb,2,455,
3ccVtqcqedranb7y8eywJ5,61,204570,indie folk
5KsX8xNfID0ztueQjHFjsJ,63,220926,"cuarteto, cumbia"
5FE0B5zV9y7T5OzkiDkBG8,44,21823,
33tFkBLsl6f8TjKkV0uF0C,60,1106013,
0xliTEbFfy5HQHvsTknTkX,72,1126511,synthpop
4lu50np3LdTkRL09T7x8UP,46,104644,
2kU94AZG0xEVKnOUKDbEfg,71,109812,
6Oe3h56XEcbobLLuyIyCNQ,38,6727,trip hop
7yUV5pja3SRq32e0fYJLP6,44,5820,neoperreo
1WviCphVQaAq8iYfr52967,14,876,"grime, uk grime"
6N29twfYpFP41MiqaJuCDW,47,38364,shoegaze
4GOJbify9X8tIAmlX6JCy7,7,1075,
1YvkzmaJLVRHSJ8J5YzoaW,55,84370,mexican indie
2e4G04F77jxVuDYo44TCSm,64,631633,"k-rap, k-pop"
2BvDJauylrTkLmxrT6S1Eg,51,19178,
0CiSf5jITUTtmypSBDaS3r,4,680,
3bvfu2KAve4lPHrhEFDZna,67,1669221,
7K5OqI5GnphpZMfIRs2UsI,48,44234,
37S0GFsBW73uqxGXNFeADJ,60,46197,
3hBOq5UdTGxRSydEn93Aat,22,14207,
0XXR1ghu7pFEcfdmhq52E9,53,268518,dembow
2ksmwcu72dm0jtgAnTuo4n,0,6,
718COspgdWOnwOFpJHRZHS,85,13695907,country
6Gk5hoM7eW8NSCYhICMDHw,60,178839,
7K5Lm5dxoEwEpOS0Fc3l3s,65,80028,musicals
3Js4yADMefFaRhcph3hzI1,37,16371,indie
5vfEaoOBcK0Lzr07WN8KaK,61,201170,"french house, indie soul, nu disco"
0CNehpGYdxk87YYMiBpnyP,24,13397,
5J7rXWjtn5HzUkJ4Jet8Fr,77,1628844,
3lzTKwFsOqxtp5cLJ2qbSD,58,97503,dream pop
0fvOPoGXlSHNkGT2O0ATB7,40,47886,manele
2gVPhMOFpW3p95EigvSJXI,37,7718,dembow
2FS22haX3FYbyOsUAkuYqZ,68,3416236,"rock en español, latin rock, ska, argentine rock, latin alternative, mexican ska, murga"
2KclrycahxvJxfZfUBPJLc,34,1185,
401CMJmFM4bqpbSzkCAeyE,56,27713,
3XxNRirzbjfLdDli06zMaB,71,2821795,
6XwbawUNwNcZ7OXtvMVyKK,55,47419,
5ypEYwWaSgtjBPCPcredFM,57,256600,dembow
6LkMGN0t3HDNL8hIvma70r,59,332574,"finnish pop, europop"
5TkDbnaSqszhexM9TXdQGb,29,18032,
5szilpXHcwOqnyKLqGco5j,73,2296677,
1O2pNNtuMk4xkuIssA9C1Z,33,9924,manele
1pf0MPKfKdvS8J779mS1Ay,70,4531625,"trap latino, dembow, reggaeton"
7Al85ZdCo2ZoQiBghDSj7o,57,200332,vocaloid
4luZExkmgn39Kj5XsYWria,60,336849,
6whFEcaV75AmQMiwlfaxvc,55,503617,"anime, j-rock, j-pop"
0rZp7G3gIH6WkyeXbrZnGi,73,1417841,ambient folk
2mVVjNmdjXZZDvhgQWiakk,72,2233652,neo-psychedelic
3wcv7UNQT5cqu5wGVFGqRJ,19,31778,fújì
4PwlsrN0t5mLN0C827cbEU,64,766380,"french indie pop, french house, french pop"
2wi1WuV2YwenP09E5iBZjX,50,26848,
73MDShZzdL4vUGMkmXOG6X,56,325938,
6LjXRw1jZBtm5zCuorBJGg,42,6796,
5FkMS3KgG0cjiRm250NFTJ,57,405328,
3t7UqWteBBmHXkcVhMSyay,62,809128,
2DP9xStkVVv753RBiEHXQB,57,2033924,"colombian pop, reggaeton, reggae en español"
4OSArit7O2Jaj4mgf3YN7A,54,245699,
0pud67BayaqatiuFYL4bJl,0,15,
02vrwnrNEeDRV96o9iPSYP,64,673177,slowcore
1Xyo4u8uXC1ZmMpatF05PJ,96,117164264,
0p0ksmwMDQlAM24TWKu4Ua,46,57825,
2f6TzIGIIxEuwp6o7kEbhy,56,11281,flamenco urbano
5Uv0QiFyiS6dI5tqgiJciI,41,28677,
6Y64EaNqpqcZYTgs4c76gF,59,1017556,pop punk
1O5sEI8IDHf2Tro8Fp5Arf,40,720,
430ft5iRke01tvX74xVM8Z,43,10900,
5Wuz885csKSCJoBNsOSCxz,59,208617,"champeta, latin afrobeats, afrobeat"
4eyF2eDCunzeFykH90Ej34,53,364389,"trova, singer-songwriter, nueva trova, latin folk"
6SrA4711bML5NvPO13Tr6t,55,239234,baroque pop
6O1vRHWVGKJTnWuJmItnsx,70,603659,
1o2NpYGqHiCq7FoiYdyd1x,64,3066000,
3uwAm6vQy7kWPS2bciKWx9,74,9001386,bedroom pop
1vZi26bY6TbnbfHd8ZKG1r,0,556,
6xBZgSMsnKVmaAxzWEwMSD,56,610771,
4460iM35iVbWhHMXzVx2VV,0,17,
4vOycwLXdkMMzpZW04VW5m,63,1920401,"salsa, merengue"
238y1dKPtMeFEpX3Y6H1Vr,61,234660,downtempo
45dkTj5sMRSjrmBSBeiHym,91,10058013,
1fctva4kpRbg2k3v7kwRuS,73,2740932,trap latino
1LcbRCxyxrfOQZKHoGKeRw,0,4,
3Bd1cgCjtCI32PYvDC3ynO,66,1658364,
2cGwlqi3k18jFpUyTrsR84,72,2823716,"britpop, shoegaze"
5ENS85nZShljwNgg4wFD7D,74,736769,"italo dance, slap house"
48R2gYdPKtfnfKAzhSVPUx,64,539440,"cumbia, cuarteto, rkt"
483QpfZLvxl9CCB0AtCMFo,34,180,
04EB5cFPGrz2naKeSXKkwD,36,2666,manele
6gUAYRWTMFdOMXfhX3qWfG,0,9,
6aEgar707cpB5zzGyZlyRv,51,60788,stutter house
3LOOC6TyUi7zltdNRkHBDM,1,354,
7y6eZQZwyUvR4PlZOVSR7I,57,76244,"corrido, corridos tumbados, corridos bélicos"
22wbnEMDvgVIAGdFeek6ET,85,7575858,
2ve69eWi8j7eGKEsKz2WLF,42,23096,"indie r&b, alternative r&b"
0bbgHE4QN1vDZhkGJw8n9p,44,20220,
2xfxRiKxoHl5tI0MKyvqV7,69,825948,"k-pop, j-pop"
0JmfcW7ntKscmNRiLbKEcw,43,13508,"nu disco, disco house"
7DEuf4iD1rRxpszUW1MDdP,34,11686,"indie dance, melodic techno, melodic house"
7uQ1D2NNHs5cUL3CLKRbia,66,234432,
7IaLqo0HEMW6ybbBUaHIAv,35,12834,
4eBTqTx5ssOK5YwmijmfU4,58,679870,"flamenco, flamenco pop"
7d1ctWXfrUvAe804Zld3Gy,54,45574,"french pop, french indie pop"
5qU9lkDnRyw1DeeBQa04L0,2,7816,
5hbqPBmgeLjuUpDAVkhE8e,20,1,
384MqcXCGGFh9UcjI5Tpc5,58,99507,reggaeton
0rj0bYZWazgyJ3hZTDKQHD,36,35598,mizrahi
7wS3LzIpvpoPcpZKFpFAv0,55,61855,
73rKG9PlOR46yTmu2IqnSG,54,9718,"latin house, afro house"
1rTUwYS38LkQTlT2fhikch,80,689762,neoperreo
2FwDTncULUnmANIh7qKa5z,66,1682993,
4AKwRarlmsUlLjIwt38NLw,69,691126,
41FNx0nT4LMnOuFHmr1s2g,12,1600,
6XBBpw39kYANOoCRhYIgyK,0,0,
3E7NGbzUGlOjgYY8nvtijR,55,273407,argentine trap
5kSJMVPcTITrSZxTrHllVN,65,1242980,"flamenco pop, flamenco"
0ybm2bee5C0fDCxqSOMGVN,10,355,
6ZmpLgt16QbQcCXEGotSxH,0,4,
4d1wtyEDE7eTrvuaH94d7U,43,5679,
6NEtsjWaPB3yrC9TQA5gNs,0,0,
0GryZmZV36lQUnxhIVoIIZ,45,103,
7E3BRXV9ZbCt5lQTCXMTia,66,896063,"neoclassical, contemporary classical, minimalism"
6T5tfhQCknKG4UnH90qGnz,69,4613588,
6JvEcv04PhUKWrUYZJrj1F,35,22349,
5MaQlvNGOaTj39apHsXVq1,44,128886,"bedroom pop, indie pop"
7FW2qwsY0zLV9GppWatQ5P,60,34271,
24IeQOkTkPI6N4Kdin5dZS,44,3152,
1tuNNda2SSH3o4lUms5K6C,61,204150,"electro corridos, dembow belico, corrido, corridos bélicos, corridos tumbados"
2CCgb0KApjfQDuTppovpf8,72,1008255,"flamenco urbano, flamenco"
1hKcLAi8QwNtEIyvpUFDkC,31,1775,indie electronic
3WWwaNIedCv5YRyZ4eIhZd,36,7498,
2mG2a94MGZllZXagHbK2gQ,37,12350,manele
0hDouGILSkPOslCTGo9lEm,32,1810,"flamenco pop, flamenco, flamenco urbano, bachata"
0AspLZGQkP38yddNoD0pLn,56,1660598,reggaeton
1MIVXf74SZHmTIp4V4paH4,65,2048091,
2MiJmNQKPgwLZMr35cVqtq,60,861097,manele
5VicbscvXlAJafb1vdsCSY,43,4451,
6qanvv2o70tdY8cx2tmsFU,38,9468,"flamenco pop, flamenco, flamenco urbano"
5HeN1Iza4nZe03sFlonddz,60,201172,"electro corridos, dembow belico, corrido, corridos tumbados, corridos bélicos"
77Q33g6Rb5TR0cOECdJSOf,33,43752,
595aNEU6YVFkUuJ3rzFDau,61,5139,
2ymu2JqHgHPUQKj9ZmJW1H,29,633,
1kxkxsbGY5vyXscRnljg4E,40,11960,"flamenco, flamenco urbano, flamenco pop"
5pbzj8JGUpUCMHESd1yHFv,60,904818,"popular colombian music, ranchera, vallenato"
7nk6JTUQHRwIaFbYRKNpmh,1,353,
2Q0rAyTIfdTUwDt8jpEpv0,62,276845,shoegaze
4BoBwZFmzlSepZqWiok2Z9,54,12165,"bossa nova, lounge"
7hlTtVz10Vlmp9oDPHwjUE,33,652,
6C4cWzfNlyH0l5xTQPLQa6,44,8627,nu disco
3mvje4iLJHQX3Wr757PSmf,38,11882,
1Unwe9Xco0JDlTTwpDVrcK,45,33739,
1evO4fwLsEkkPGq32dCix7,50,126076,"indie soul, neo soul"
58K23kT7FusjF4OBXzb5NI,37,16617,"haryanvi pop, bhajan"
2efrqekWSHlvhATD50AG3m,57,424826,"alternative r&b, bedroom pop"
6wLnCeHouyPLFHjolO1Igl,25,12164,gengetone
0mA9yf79tVso6NpcNOuKmc,7,472,uk funky
29VwdRjjDw3NNGA7vC9hqR,0,150,
6tuPdaFPIytg3l2f51L7Hw,60,440201,folk pop
5p1CMGIDFgalZneW5P1EwX,57,285024,"afrobeats, afrobeat, afropop, afropiano, afro r&b"
4pSblOY5JbkH00p2q8VQYL,33,7784,
5GL8E7uI0yGkvgt3yYCvhX,0,27,
43JlwunhXm1oqdKyOa2Z9Y,58,742390,"neo soul, indie soul, alternative r&b"
5SaxXm55NSXn8SHAVoLQPt,44,16063,slowcore
6CQ7EYVHudzCArbeXZYV4e,36,8734,indie folk
78KM7ubI9hwNMffrkyGZRu,30,1755,
4KVWjWPXzulIkmjlk8P05o,44,2234,"bossa nova, jazz pop"
14YHXBC2MGm7ZkdP5QUbPh,26,65,"flamenco, flamenco urbano, flamenco pop"
6jGMq4yGs7aQzuGsMgVgZR,77,10430057,"brooklyn drill, melodic rap"
141ww9EOPLPetF8mMt1gKF,46,198750,"hyperpop, glitch"
6rNAbQyEi0Uix7FA8P0bpH,0,258,
1QAJqy2dA3ihHBFIHRphZj,86,18135415,dream pop
2NII5V3cxjPuP5cg6UK7Ob,49,27855,
4BOMJ7nMWaSXZAQEFaCvYE,44,41686,"flamenco, flamenco pop, flamenco urbano"
4rZQYggyATv0COs3Ku167l,24,608,
42ppAzaKW3DW3bYRmxd1Dw,57,18625,timba
67OzDdQ3A4wsK7NNrivuPr,35,55,flamenco urbano
5JkWwSezW4KRFNy0ru3aZU,39,9444,
6Jh4DNa8ZjXJ26vg1vjBeS,0,225,
1Xylc3o4UrD53lo9CvFvVg,84,11391455,
6giQlHbMWgoQWmWPm7kndc,17,7419,jazz rap
0ygUTMnDOf7kzKgkE7Rynd,8,3906,
41mes6x3rlUZzgRAyB8jYG,51,27497,rkt
4wVcCedmr7FHtUlFnIeJIG,65,18570,k-rock
069Ejd5DremHAGQMJxaa1b,1,349,
4tRIJ4uToKp0kihbqnZJML,36,46743,
1vyhD5VmyZ7KMfW5gqLgo5,89,39743694,"reggaeton, latin"
7M5pDtJpCdnftEQZtczYco,72,1952587,hyperpop
5NhgsV7qPWHZqYEMKzbYvo,68,921217,
4rV1hFz4t3L2M3Q3riE5FE,12,368,
2Do2APQHg1zQ4bvpKUm9q6,37,5191,
1QVaZj296CD6k304ms3gOd,19,2919,dancehall
3wcj11K77LjEY1PkEazffa,81,15016483,"afrobeats, afrobeat, afropop, afroswing, dancehall, afropiano"
408vMm7y1227ASq7GmWygZ,66,699065,"afrobeats, afrobeat, alté, afropop, afropiano, afro r&b"
3Es6oUz3zUC5IZDRRhcRxG,45,7000,
2tHFi6J76BSMMB6VyWIOeS,50,65660,folk pop
0Dh5FivQv4K3MPb6sowy95,0,10,
13rF01aOogvnkuQXOlgTW8,61,3154221,k-pop
6vVKjeD0dvsg5EVMEUxI1l,49,60902,
23cijmutocNvhM5xkcyyFF,44,176963,
6NmMI7UnfmIpLRYoz8H9jm,56,400024,"trap latino, urbano latino"
0MZ55DwuMQ1B2TXq9lcrE4,66,881696,"german indie, german indie pop, german pop"
1gE5C0h90Xm0I4foxTe1zO,6,368,trap metal
0GUxqzAYRCveTfqBLhojnF,47,55004,"latin indie, latin alternative, mexican indie"
7z56WnIZOTB7LcEt7tg9sx,38,101254,
1jHpBumJuu1B6LCJQVh49x,54,63571,
41X1TR6hrK8Q2ZCpp2EqCz,79,2985721,
5RUY9JzWtxRY6oRqH3xTIW,28,8971,indie punk
7He3EH9c66ZwBtIMHGdyIA,43,61809,
1eYsTWBpsNJujBHmetYak6,31,19600,
2HFVE11OC3J6jXcmrXkWHV,44,212605,"flamenco pop, flamenco, flamenco urbano"
7pryKhNYemTWyd5gtHL1yf,30,1510,hardstyle
23rdR5gsZI5BqncTEKLtDU,65,3669,
3HmAVmxYJSA0yC4fMhYE27,46,8000,"afrobeats, afrobeat, afro r&b, afropop"
1PrPa8zf5xW14VSJRgrCE4,48,5749,"dembow, latin house"
7CzURHjIfP0ClUnjVRyF1i,58,287604,
2B4I6QSW3tlZRNWP8UrkMA,0,57,
4PSNWFX3rYscMdKRp59uYA,41,15664,indie
4WN5naL3ofxrVBgFpguzKo,69,1424072,
3QVolfxko2UyCOtexhVTli,66,2798256,"french pop, variété française, french indie pop, chanson"
4SJ7qRgJYNXB9Yttzs4aSa,64,1464501,"j-pop, anime, j-rock"
2FKj7GmZn1ChwzJsZcDakA,22,10,
5r1tUTxVSgvBHnoDuDODPH,58,2492876,k-pop
2x7PC78TmgqpEIjaGAZ0Oz,77,10064302,argentine trap
0ixzjrK1wkN2zWBXt3VW3W,69,3243573,j-pop
6y6iXD929Jqq0xc6lgwhl1,56,131238,
7bXgB6jMjp9ATFy66eO08Z,90,29554073,r&b
3S9Hg7sRKhmtWunFZ2yAYP,81,1591226,"reggaeton mexa, reggaeton"
4G9NDjRyZFDlJKMRL8hx3S,86,3496253,
1i8ypSZJnmvaoiFVknT9by,2,221,
5YqI7p8zYsOpKJtjxYdOce,86,3448764,"electro corridos, dembow belico, corrido, corridos tumbados, corridos bélicos"
6NCw0TVDOWRcp6bhxXZhrc,16,4807,
0Otd1ReHJtVAzwAuRj09Zg,66,48331,"agronejo, funk pop, brazilian pop"
6ydoSd3N2mwgwBHtF6K7eX,75,6280077,soft pop
0OkOw9XVLGT6rp5wAiTGHL,41,2119,"flamenco pop, flamenco urbano, flamenco"
