track_id,track,artist,artistid,all_artists_names,all_artists_ids,collaboration,album,album_id,track_release_date,track_popularity,track_year,genre_extracted,artist_popularity,artist_followers,artist_genres,album_name,album_type,total_tracks,album_release_date,label,album_artists
5FVbvttjEvQ8r2BgUcJgNg,Life Goes On,BTS,3Nrfpe0tUJi4K4DXYWgMUX,BTS,3Nrfpe0tUJi4K4DXYWgMUX,False,BE,6nYfHQnvkvOTNHnOhDT3sr,2020-11-20,85,2020,pop,89,82094169,k-pop,BE,album,8,2020-11-20,BIGHIT MUSIC,BTS
0G0p7mc4wEaQTsUpzEmkEs,La Bella y la Bestia,Reik,0vR2qb8m9WHeZ5ByCbimq2,"Reik, Morat","0vR2qb8m9WHeZ5ByCbimq2, 5C4PDR4LnhZTbVnKWXuDKD",True,La Bella y la Bestia,71i8oV332P87FwYsKeoAsR,2020-06-11,64,2020,latin,78,9874075,latin pop,La Bella y la Bestia,single,1,2020-06-11,Sony Music México,Reik
6W8Rl6LMWjCL17EvLlkyxc,Te Esperé,Jesse & Joy,1mX1TWKpNxDSAH16LgDfiR,"Jesse & Joy, Jesse","1mX1TWKpNxDSAH16LgDfiR, 7JmLfOmqdX5WvJ0NmHP4mV",True,Aire (Versión Día),6ra5IJfLnuwbBm8NhxA2zX,2020-05-08,73,2020,latin,76,9990533,latin pop,Aire (Versión Día),album,14,2020-05-08,WEA Latina,Jesse & Joy
5zNlrLpJFZt3RvRe9A0Hed,Mi Religión,Nil Moliner,6X8uzem5Dbl4l2so4CeexD,Nil Moliner,6X8uzem5Dbl4l2so4CeexD,False,Bailando en la batalla,659edmkQvKqcBjN76GPRcM,2020-02-21,58,2020,pop,61,294713,,Bailando en la batalla,album,14,2020-02-21,WM Spain,Nil Moliner
351dqwRVsCDniedG9soXSf,Un Beso en Madrid,TINI,7vXDAI8JwjW531ouMGbfcp,"TINI, Alejandro Sanz","7vXDAI8JwjW531ouMGbfcp, 5sUrlPAHlS9NEirDB8SEbF",True,TINI TINI TINI,7LP6bUlMdnuqeP2etuw7wI,2020-12-03,62,2020,latin,78,9376865,latin pop,TINI TINI TINI,album,14,2020-12-03,5020 Records,TINI
1Gy9Ofi7nPnNf3kGWPjurm,Echo,Olivia Dean,00x1fYSGhdqScXBRpSj3DW,Olivia Dean,00x1fYSGhdqScXBRpSj3DW,False,Echo,1uKVTPgvFZAUZ4Tb4j1P9F,2020-10-21,80,2020,pop,93,2664723,pop soul,Echo,single,1,2020-10-21,AMF Records,Olivia Dean
1KixkQVDUHggZMU9dUobgm,My Head & My Heart,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,False,Heaven & Hell,26c7MmQ4w8EAvVLb4jilaM,2020-09-18,74,2020,pop,80,7883501,,Heaven & Hell,album,16,2020-09-18,Atlantic Records,Ava Max
63mdJr3NMY3wReOkNE6c6W,People You Know,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,False,Rare,3YPFaTR7WMi1Hd4NVKdCJx,2020-01-10,76,2020,pop,83,53683897,,Rare,album,13,2020-01-10,Interscope Records,Selena Gomez
4SFknyjLcyTLJFPKD2m96o,How You Like That,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,False,THE ALBUM,71O60S5gIJSIAhdnrDIh3N,2020-10-02,76,2020,pop,82,57194978,k-pop,THE ALBUM,album,8,2020-10-02,YG Entertainment/Interscope Records,BLACKPINK
4XPXrcpyNr30Km6aPiflJy,God’s Menu,Stray Kids,2dIgFjalVxs4ThymZ67YCE,Stray Kids,2dIgFjalVxs4ThymZ67YCE,False,GO LIVE,6DWLIzvmiLPAuDWYZqrLQo,2020-06-17,77,2020,pop,87,21969090,"k-pop, noise music",GO LIVE,album,14,2020-06-17,Republic Records - Stray Kids,Stray Kids
1KIZwblKdC0v1ndP3CyLr4,Entre Tú Y Yo,El Duende Callejero,0jRYL7EhQ5whZZyrf9XQa9,El Duende Callejero,0jRYL7EhQ5whZZyrf9XQa9,False,Nuestra Manera De Hablar,4qpUDZWfp6kYpuEDhC8CZC,2020-03-06,49,2020,pop,50,76180,"flamenco, flamenco pop",Nuestra Manera De Hablar,album,13,2020-03-06,Universal Music Spain S.L.,El Duende Callejero
1XnpzbOGptRwfJhZgLbmSr,Pretty Savage,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,False,THE ALBUM,71O60S5gIJSIAhdnrDIh3N,2020-10-02,72,2020,pop,82,57194978,k-pop,THE ALBUM,album,8,2020-10-02,YG Entertainment/Interscope Records,BLACKPINK
17wwjEdG0c4aO4LP8k0B5M,Poquito A Poco,El Arrebato,2dJyJptNE5bMmbN6z08iNJ,"El Arrebato, Camela","2dJyJptNE5bMmbN6z08iNJ, 6flBUmmOMLNhD4EJhGwgpG",True,+ Abrazos (Edición Especial),72no8xxs9QIrLzJmUb7luX,2020-12-03,49,2020,pop,61,916307,"flamenco, flamenco pop",+ Abrazos (Edición Especial),album,16,2020-12-03,Universal Music Spain S.L.,El Arrebato
0Dknud8D2I3cl8tjGXqI9s,Volverte A Ver,Galvan Real,2iA56rE7fZUnD4GdsSUj3G,Galvan Real,2iA56rE7fZUnD4GdsSUj3G,False,Volverte A Ver,5LG4JDBuqrzrW4XQbu6b5n,2020-12-16,56,2020,latin,61,357821,"flamenco, flamenco pop, flamenco urbano",Volverte A Ver,single,1,2020-12-16,Galvan Real,Galvan Real
1l64KG4yHp19mWBhGVnZUj,Nuestra Historia,Kike & Manu,1fG28qIFkvShX2nhQZvuqC,"Kike & Manu, Ozarus","1fG28qIFkvShX2nhQZvuqC, 4DnQtKDnMN03ahgfDWcmJz",True,Nuestra Historia,1lxlCm7jFWJHiSqWBAwKNL,2020-10-30,47,2020,pop,48,28349,"flamenco pop, flamenco, flamenco urbano",Nuestra Historia,single,1,2020-10-30,Kike & Manu,Kike & Manu
4Dudxfs93t2B6s2LxgVJ3s,Novia Moderna,Lin Cortés,3SBsCnbQ5q8bOW0uBcwG54,Lin Cortés,3SBsCnbQ5q8bOW0uBcwG54,False,Gitanerías,1Grk4ZLstnZlqoZDFFIpzO,2020-03-27,47,2020,pop,44,50198,"flamenco, flamenco pop, flamenco urbano",Gitanerías,single,5,2020-03-27,BMG Rights Management and Administration (Spain) S.L.U,Lin Cortés
727Z2S2mtNH46CbP9EWPwY,If You Love Her,Forest Blakk,7q7IUe2AqtifSZ2q52kHFc,Forest Blakk,7q7IUe2AqtifSZ2q52kHFc,False,If You Love Her,5hgwPA78vCrhEDaTazNMyR,2020-09-30,78,2020,pop,67,277740,spoken word,If You Love Her,single,1,2020-09-30,Atlantic Records,Forest Blakk
0eFMbKCRw8KByXyWBw8WO7,Still With You,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,False,Still With You,0i3baFZqWSrjjgTWrhKunB,2020-06-05,81,2020,pop,82,19103347,k-pop,Still With You,single,1,2020-06-05,BIGHIT MUSIC,Jung Kook
13P4hNlnCc3Rjxjse5JemG,Una Aventura,Galvan Real,2iA56rE7fZUnD4GdsSUj3G,Galvan Real,2iA56rE7fZUnD4GdsSUj3G,False,Una Aventura,522J6iAhY9CyhJ8BLNAt2M,2020-03-16,46,2020,latin,61,357821,"flamenco, flamenco pop, flamenco urbano",Una Aventura,single,1,2020-03-16,Galvan Real,Galvan Real
2Oycxb8QbPkpHTo8ZrmG0B,Prisoner (feat. Dua Lipa),Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,"Miley Cyrus, Dua Lipa","5YGY8feqx7naU7z4HrwZM6, 6M2wZ9GZgrQXHCFfjv46we",True,Plastic Hearts,5BRhg6NSEZOj0BR6Iz56fR,2020-11-27,72,2020,pop,83,26962729,,Plastic Hearts,album,15,2020-11-27,RCA Records Label,Miley Cyrus
12oFSoib1tf0r2rd1Fgsfe,Convénceme,India Martinez,6FOpWOxsjQxKEbLiJpU1xV,"India Martinez, Marc Anthony","6FOpWOxsjQxKEbLiJpU1xV, 4wLXwxDeWQ8mtUIRPxGiD6",True,Convénceme,6oxouERjg3yRQALERagHVx,2020-10-01,52,2020,pop,63,1071640,"flamenco, flamenco pop",Convénceme,single,1,2020-10-01,Sony Music Entertainment,India Martinez
1QI2vlx6cId1xEtKFj6e0r,Todavía,Borja Rubio,79NHJFzd1chgx30ZOavJaC,"Borja Rubio, Galvan Real","79NHJFzd1chgx30ZOavJaC, 2iA56rE7fZUnD4GdsSUj3G",True,Todavía,2R4sR6QreuZam8BkHdSMHs,2020-03-30,50,2020,latin,43,39156,"flamenco, flamenco pop, flamenco urbano",Todavía,single,1,2020-03-30,Pep's Records,Borja Rubio
1x6MOPcwUC5xEQNC7ua23r,A La Calle,El Duende Callejero,0jRYL7EhQ5whZZyrf9XQa9,El Duende Callejero,0jRYL7EhQ5whZZyrf9XQa9,False,A La Calle,6yhpp5SjtpnGvIxJ3fRYRf,2020-07-16,47,2020,pop,50,76180,"flamenco, flamenco pop",A La Calle,single,1,2020-07-16,Universal Music Spain S.L.,El Duende Callejero
5EbtodsuLbxrFDH6j5avVS,El Mismo Aire - con Pablo Alborán,Camilo,28gNT5KBp7IjEOQoevXf9N,"Camilo, Pablo Alborán","28gNT5KBp7IjEOQoevXf9N, 5M9Bb4adKAgrOFOhc05Y50",True,El Mismo Aire (con Pablo Alborán),3E3coJkwv6rbqUTiw1qLZ6,2020-06-10,75,2020,latin,80,20575109,"colombian pop, pop urbano",El Mismo Aire (con Pablo Alborán),single,1,2020-06-10,Sony Music Latin,Camilo
5MINUtX7hvYaaWwNRrp1hl,Dancing In the Moonlight,Bossa Nova Covers,6lkrkVSqgzJZz2jguafSAy,"Bossa Nova Covers, Mats & My","6lkrkVSqgzJZz2jguafSAy, 3NP2Tqcgz3vv8e40BfnYm3",True,Bossa Nova Covers,0KEmmW5iXwzpaSlaamlizL,2020-05-08,65,2020,pop,66,89728,bossa nova,Bossa Nova Covers,album,10,2020-05-08,Cupol,Bossa Nova Covers
4i2qxFEVVUi8yOYoxB8TCX,Midnight Sky,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,False,Plastic Hearts,5BRhg6NSEZOj0BR6Iz56fR,2020-11-27,71,2020,pop,83,26962729,,Plastic Hearts,album,15,2020-11-27,RCA Records Label,Miley Cyrus
5tgG8XytqAxYgJoFu9xFcX,Como no te voy a querer,JdM,7ez78WxaZ9Rhwb0A4CEVxV,"JdM, Galvan Real, Dr. López","7ez78WxaZ9Rhwb0A4CEVxV, 2iA56rE7fZUnD4GdsSUj3G, 3bknToB9wbxYndODuEbVIW",True,Como no te voy a querer,0soOIjZaH5ylQg0oX6eNJi,2020-07-03,49,2020,latin,37,7344,"flamenco, flamenco pop, flamenco urbano",Como no te voy a querer,single,1,2020-07-03,JdM,JdM
1bEhmOoBkeINjLcLA2z0rp,Deseos de cosas imposibles,Valeria Castro,7JTVqKJ414qRPuDPhdKnHD,Valeria Castro,7JTVqKJ414qRPuDPhdKnHD,False,Deseos de cosas imposibles,7tD1j4gre4QQaFTCH3MpAk,2020-01-23,47,2020,indie,61,189073,,Deseos de cosas imposibles,single,1,2020-01-23,WM Spain,Valeria Castro
35qwAQ3oZeKAMhR3hCV9IM,Si Tú La Quieres,David Bisbal,5gOJTI4TusSENizxhcG7jB,"David Bisbal, Aitana","5gOJTI4TusSENizxhcG7jB, 7eLcDZDYHXZCebtQmVFL25",True,Si Tú La Quieres,7Hl7NKHiik1ckE2SI21RlU,2020-04-02,57,2020,latin,71,4856772,"latin pop, villancicos",Si Tú La Quieres,single,1,2020-04-02,Universal Music Spain S.L.,David Bisbal
4Tzw9IdZbVyzmpWrvsGaNX,Wildfires,SAULT,1uRxRKC7d9zwYGSRflTKDR,SAULT,1uRxRKC7d9zwYGSRflTKDR,False,Untitled (Black Is),0GPmuVuCdC5hCsiuy1wXle,2020-06-19,74,2020,pop,66,604211,,Untitled (Black Is),album,20,2020-06-19,Forever Living Originals,SAULT
0WA73uP8IO1rczj8FFJzRg,Gitana (feat. Sergio Contreras y Demarco Flamenco),Rasel,1uh9OOdPa89c5zPaOD6K2N,"Rasel, Sergio Contreras, Demarco Flamenco","1uh9OOdPa89c5zPaOD6K2N, 5QYdUMRHeBxlpJioqpIL0k, 4hFZibFsoIxictRvkZDjIc",True,Gitana (feat. Sergio Contreras y Demarco Flamenco),0r22cAwzYy7KOynWyRT6L3,2020-01-31,50,2020,latin,48,132696,"flamenco, flamenco pop, flamenco urbano",Gitana (feat. Sergio Contreras y Demarco Flamenco),single,1,2020-01-31,WM Spain,Rasel
5agt9CgF8dTRXgNtn1zflm,Si Tú La Quieres,David Bisbal,5gOJTI4TusSENizxhcG7jB,"David Bisbal, Aitana","5gOJTI4TusSENizxhcG7jB, 7eLcDZDYHXZCebtQmVFL25",True,En Tus Planes,4mFgW04qaWGcdhimbOZO8F,2020-12-10,63,2020,latin,71,4856772,"latin pop, villancicos",En Tus Planes,album,17,2020-12-10,Universal Music Spain S.L.,David Bisbal
7MXgrcOQAJ5VwSNUL0lDd3,Blinding Lights (with ROSALÍA) - Remix,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"The Weeknd, ROSALÍA","1Xyo4u8uXC1ZmMpatF05PJ, 7ltDVBr6mKbRvohxheJ9h1",True,Blinding Lights (Remix),7B70Z32Ha84aMT6TOnW410,2020-12-04,60,2020,pop,96,117164264,,Blinding Lights (Remix),single,1,2020-12-04,Republic Records,The Weeknd
20nWXGPfwZuvZfpK1CrF6t,Qué bonito,Valeria Castro,7JTVqKJ414qRPuDPhdKnHD,Valeria Castro,7JTVqKJ414qRPuDPhdKnHD,False,Qué bonito,6YFOEsBJhxOo2T05Y1eJLX,2020-02-27,48,2020,indie,61,189073,,Qué bonito,single,1,2020-02-27,WM Spain,Valeria Castro
1zLBsSVxETQOfINOLYvT5m,GIRL LIKE ME,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,"Black Eyed Peas, Shakira","1yxSLGMDHlW21z4YXirZDS, 0EmeFodog0BfCgMzAIvKQp",True,TRANSLATION,0uxvuY8Ek2ojzHrWTg2PDc,2020-11-02,80,2020,pop,84,9907895,,TRANSLATION,album,15,2020-11-02,Epic,Black Eyed Peas
6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),Joel Corry,6DgP9otnZw5z6daOntINxp,"Joel Corry, MNEK","6DgP9otnZw5z6daOntINxp, 7uMh23xWiuR7zsNkuNcm2G",True,Head & Heart (feat. MNEK),5glfCPECXSHzidU6exW8wO,2020-07-03,75,2020,pop,68,483019,dance pop,Head & Heart (feat. MNEK),single,1,2020-07-03,Atlantic Records UK,Joel Corry
5QDLhrAOJJdNAmCTJ8xMyW,Dynamite,BTS,3Nrfpe0tUJi4K4DXYWgMUX,BTS,3Nrfpe0tUJi4K4DXYWgMUX,False,BE,6nYfHQnvkvOTNHnOhDT3sr,2020-11-20,81,2020,pop,89,82094169,k-pop,BE,album,8,2020-11-20,BIGHIT MUSIC,BTS
3AzjcOeAmA57TIOr9zF1ZW,Physical,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,False,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI,2020-03-27,77,2020,pop,88,47434402,pop,Future Nostalgia,album,11,2020-03-27,Warner Records,Dua Lipa
4rPkN1FMzQyFNP9cLUGIIB,Love Again,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,False,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI,2020-03-27,78,2020,pop,88,47434402,pop,Future Nostalgia,album,11,2020-03-27,Warner Records,Dua Lipa
5fxnoiUBJ5DMAQEYb2uFOr,¿Qué Ha Pasao'?,Abraham Mateo,2bxxlINUlcMQQb39K7IopR,"Abraham Mateo, Sofía Reyes","2bxxlINUlcMQQb39K7IopR, 0haZhu4fFKt0Ag94kZDiz2",True,Sigo a Lo Mío,7mRlOJYRk9u7I8MteTkfzZ,2020-06-19,58,2020,latin,69,1631896,,Sigo a Lo Mío,album,10,2020-06-19,Sony Music Entertainment,Abraham Mateo
3PfIrDoz19wz7qK7tYeu62,Don't Start Now,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,False,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI,2020-03-27,83,2020,pop,88,47434402,pop,Future Nostalgia,album,11,2020-03-27,Warner Records,Dua Lipa
3Z7JMhKrVBiMvMd0xV1vyI,A Partir De Hoy,David Bisbal,5gOJTI4TusSENizxhcG7jB,"David Bisbal, Sebastian Yatra","5gOJTI4TusSENizxhcG7jB, 07YUOmWljBTXwIseAUd9TW",True,En Tus Planes,63cRlzjRihSdheA6lKonRy,2020-01-02,68,2020,latin,71,4856772,"latin pop, villancicos",En Tus Planes,album,13,2020-01-02,Universal Music Spain S.L.,David Bisbal
1Ol5LmdNDNpFu1oNwfgkux,Tutu,Camilo,28gNT5KBp7IjEOQoevXf9N,"Camilo, Pedro Capó","28gNT5KBp7IjEOQoevXf9N, 4QVBYiagIaa6ZGSPMbybpy",True,Por Primera Vez,6xS6mQz1fQZ6eZE654J15I,2020-04-17,67,2020,latin,80,20575109,"colombian pop, pop urbano",Por Primera Vez,album,10,2020-04-17,Sony Music Latin,Camilo
4Ws314Ylb27BVsvlZOy30C,Lovesick Girls,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,False,THE ALBUM,71O60S5gIJSIAhdnrDIh3N,2020-10-02,72,2020,pop,82,57194978,k-pop,THE ALBUM,album,8,2020-10-02,YG Entertainment/Interscope Records,BLACKPINK
017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,False,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI,2020-03-27,79,2020,pop,88,47434402,pop,Future Nostalgia,album,11,2020-03-27,Warner Records,Dua Lipa
2RdEC8Ff83WkX7kDVCHseE,party 4 u,Charli xcx,25uiPmTg16RbhZWAqwLBy5,Charli xcx,25uiPmTg16RbhZWAqwLBy5,False,how i'm feeling now,3a9qH2VEsSiOZvMrjaS0Nu,2020-05-15,84,2020,pop,84,6611921,"hyperpop, art pop",how i'm feeling now,album,11,2020-05-15,Atlantic Records UK,Charli xcx
73nAK3HgQK8dak83Y2WQ8F,Vida de Rico,Camilo,28gNT5KBp7IjEOQoevXf9N,Camilo,28gNT5KBp7IjEOQoevXf9N,False,Vida de Rico,0MmIH2uM4bUsF5VbEkCKzT,2020-09-21,61,2020,latin,80,20575109,"colombian pop, pop urbano",Vida de Rico,single,1,2020-09-21,Sony Music Latin,Camilo
6FfLg6FFqhCsrFOaHIGkg0,Honeypie,JAWNY,25pd339V2rRJo84USlcSRP,JAWNY,25pd339V2rRJo84USlcSRP,False,For Abby,7KHTE99FaDr8r7V8BZG7WN,2020-10-27,78,2020,indie,64,426814,bedroom pop,For Abby,single,10,2020-10-27,Johnny Utah LLC,JAWNY
3eSJmGWqoBRx5wbFCtvPtz,Color Esperanza 2020,Diego Torres,0LALueHEQunQ2d61fXGeZh,"Diego Torres, Nicky Jam, Reik, Camilo, Pedro Capó, Manuel Turizo, Kany García, Leonel García, Río Roma, Lali","0LALueHEQunQ2d61fXGeZh, 1SupJlEpv7RS2tPNRaHViT, 0vR2qb8m9WHeZ5ByCbimq2, 28gNT5KBp7IjEOQoevXf9N, 4QVBYiagIaa6ZGSPMbybpy, 0tmwSHipWxN12fsoLcFU3B, 69UypehHabb68utzfjAVlV, 3t7UqWteBBmHXkcVhMSyay, 2O3v9rCTzLhPFaGaAVgZLt, 22P1OY4TRFRwhP0q29loQ8",True,Color Esperanza 2020,6EZE5e3vBZZkSsnyn1g1gb,2020-05-18,67,2020,latin,65,2352621,"latin pop, colombian pop",Color Esperanza 2020,compilation,1,2020-05-18,Sony Music Latin,Various Artists
78OSjd1nAuqqFIH6LJAQGj,Amigos,Galvan Real,2iA56rE7fZUnD4GdsSUj3G,Galvan Real,2iA56rE7fZUnD4GdsSUj3G,False,Amigos,3gHcrdGWylFztt37G64Gkp,2020-12-07,57,2020,latin,61,357821,"flamenco, flamenco pop, flamenco urbano",Amigos,single,1,2020-12-07,Galvan Real,Galvan Real
4ENgK9ehJ9PxxrjY2iEH1j,Chandelier,Will Paquin,0oouuXi8tdasgUgk520Jy6,Will Paquin,0oouuXi8tdasgUgk520Jy6,False,Chandelier,6AwNJANbo1BQXGkykC25RN,2020-09-25,75,2020,indie,59,204174,,Chandelier,single,1,2020-09-25,Will Paquin Music,Will Paquin
2bFGGsScXp2Tu10jKMCKO6,Figure You Out,VOILÀ,6NnBBumbcMYsaPTHFhPtXD,VOILÀ,6NnBBumbcMYsaPTHFhPtXD,False,Long Story Short,0fsUPGZdjtXb5F7KJ4FSzk,2020-05-22,75,2020,pop,69,376166,,Long Story Short,album,8,2020-05-22,VOILA LLC,VOILÀ
0XuepwFJUcKN8T5zTqoP0F,Back Door,Stray Kids,2dIgFjalVxs4ThymZ67YCE,Stray Kids,2dIgFjalVxs4ThymZ67YCE,False,IN LIFE,0aERWcI2KYSCM4biUihB9X,2020-09-14,71,2020,pop,87,21969090,"k-pop, noise music",IN LIFE,album,17,2020-09-14,Republic Records - Stray Kids,Stray Kids
6DXZiYUbrYgrVIhfX3U9Z2,Pretty Please,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,False,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI,2020-03-27,69,2020,pop,88,47434402,pop,Future Nostalgia,album,11,2020-03-27,Warner Records,Dua Lipa
37ZtpRBkHcaq6hHy0X98zn,I CAN'T STOP ME,TWICE,7n2Ycct7Beij7Dj7meI4X0,TWICE,7n2Ycct7Beij7Dj7meI4X0,False,Eyes Wide Open,33jypnU7WULxPaVrjj4RXH,2020-10-26,74,2020,pop,84,24055815,k-pop,Eyes Wide Open,album,13,2020-10-26,Republic Records - TWICE,TWICE
6Jsfaw9b0hopNZ1SVHEXmW,Oye,TINI,7vXDAI8JwjW531ouMGbfcp,"TINI, Sebastian Yatra","7vXDAI8JwjW531ouMGbfcp, 07YUOmWljBTXwIseAUd9TW",True,TINI TINI TINI,7LP6bUlMdnuqeP2etuw7wI,2020-12-03,64,2020,latin,78,9376865,latin pop,TINI TINI TINI,album,14,2020-12-03,5020 Records,TINI
50Td3qilgs8BLtv8mHyT1t,Control,Zoe Wees,03d2mJXSMtuPI0nIvLnhoS,Zoe Wees,03d2mJXSMtuPI0nIvLnhoS,False,Control,4w177LbRYa3z07NifGptFp,2020-03-13,70,2020,pop,65,600553,,Control,single,1,2020-03-13,Valeria Music,Zoe Wees
6lhZLbb0czULpjb2kFryPS,Let's Love,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,"David Guetta, Sia","1Cs0zKBU1kc0i8ypK3B9ai, 5WUlDfRSoLAfcVSX1WnrxN",True,Let's Love,4t9C75dy0UtR4JE7vNYQRr,2020-09-11,62,2020,pop,89,27448917,edm,Let's Love,single,1,2020-09-11,Parlophone (France),David Guetta
7ju97lgwC2rKQ6wwsf9no9,Rain On Me (with Ariana Grande),Lady Gaga,1HY2Jd0NmPuamShAr6KMms,"Lady Gaga, Ariana Grande","1HY2Jd0NmPuamShAr6KMms, 66CXWjxzNUsdJxJ2JdwvnR",True,Chromatica,05c49JgPmL4Uz2ZeqRx5SP,2020-05-29,73,2020,pop,91,44110983,"art pop, pop",Chromatica,album,16,2020-05-29,Interscope,Lady Gaga
6SpVp6ttad3XJOsjKBZwaq,Torn,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,False,Heaven & Hell,26c7MmQ4w8EAvVLb4jilaM,2020-09-18,67,2020,pop,80,7883501,,Heaven & Hell,album,16,2020-09-18,Atlantic Records,Ava Max
51Of5p3lKZeOg6itfs4og4,Lovefool,twocolors,7ACEUD7UsmmXrnj4OLt8f9,twocolors,7ACEUD7UsmmXrnj4OLt8f9,False,Lovefool,6UYWmM8RfG3DAKC7OyUPBT,2020-05-08,69,2020,pop,64,134046,,Lovefool,single,1,2020-05-08,Intercord,twocolors
0o9zmvc5f3EFApU52PPIyW,Shinunoga E-Wa,Fujii Kaze,6bDWAcdtVR3WHz2xtiIPUi,Fujii Kaze,6bDWAcdtVR3WHz2xtiIPUi,False,HELP EVER HURT NEVER,1OojCidx0eoPKch2M0Kz31,2020-05-20,78,2020,pop,75,4757784,j-pop,HELP EVER HURT NEVER,album,11,2020-05-20,Universal Music LLC,Fujii Kaze
3F1P0QzdXtBz0MXy7KIO5w,Fever,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,"Dua Lipa, Angèle","6M2wZ9GZgrQXHCFfjv46we, 3QVolfxko2UyCOtexhVTli",True,Future Nostalgia,5lKlFlReHOLShQKyRv6AL9,2020-03-27,67,2020,pop,88,47434402,pop,Future Nostalgia,album,13,2020-03-27,Warner Records,Dua Lipa
5GkQIP5mWPi4KZLLXeuFTT,motive (with Doja Cat),Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"Ariana Grande, Doja Cat","66CXWjxzNUsdJxJ2JdwvnR, 5cj0lLjcoR7YOSnhnX0Po5",True,Positions,3euz4vS7ezKGnNSwgyvKcd,2020-10-30,74,2020,pop,94,109144337,pop,Positions,album,14,2020-10-30,Republic Records,Ariana Grande
0BOPj9UmNcN0MmAzRfcl5j,Cuanto Me Duele,Galvan Real,2iA56rE7fZUnD4GdsSUj3G,Galvan Real,2iA56rE7fZUnD4GdsSUj3G,False,Cuanto Me Duele,7vKVgUIbm9pEqM4xZOBhYI,2020-01-29,43,2020,pop,61,357821,"flamenco, flamenco pop, flamenco urbano",Cuanto Me Duele,single,1,2020-01-29,Galvan Real,Galvan Real
4D0TLuDnw7m1EObQtPUIyz,Sirenas,La Oreja de Van Gogh,4U7lXyKdSf1JbM1aXvsodC,La Oreja de Van Gogh,4U7lXyKdSf1JbM1aXvsodC,False,Un Susurro en la Tormenta,5jiUxacFSielbr8FpIK5Gt,2020-09-19,50,2020,pop,75,4721115,latin pop,Un Susurro en la Tormenta,album,11,2020-09-19,Sony Music Entertainment,La Oreja de Van Gogh
4iadn23T3Z7uD6ZI8kITjT,Vuelve La Vida,Galvan Real,2iA56rE7fZUnD4GdsSUj3G,Galvan Real,2iA56rE7fZUnD4GdsSUj3G,False,Vuelve La Vida,7I6s9IHvQjLMKmglCUqC8v,2020-04-30,42,2020,pop,61,357821,"flamenco, flamenco pop, flamenco urbano",Vuelve La Vida,single,1,2020-04-30,Galvan Real,Galvan Real
1gCdDceCzwWmkXUsFrDzNt,Te Amo y Te Odio,Galvan Real,2iA56rE7fZUnD4GdsSUj3G,Galvan Real,2iA56rE7fZUnD4GdsSUj3G,False,Te Amo y Te Odio,2dkVHG1yVVGnkTnlsW3mN4,2020-10-09,44,2020,latin,61,357821,"flamenco, flamenco pop, flamenco urbano",Te Amo y Te Odio,single,1,2020-10-09,Galvan Real,Galvan Real
